id,Name,Position,Team,ADP,rank,Id
427d8203-aea8-4b01-972f-039aa0baa0c3,Isaiah Likely,TE,BAL,167.5,177.14285714285714,
ab78a171-01c4-457c-aa8c-7fd835bff986,Anthony Richardson,QB,IND,174.3,177.42857142857142,
2a65964a-1345-435e-998e-ee29adf6d251,Chig Okonkwo,TE,TEN,180.2,177.57142857142858,
3dbcda8c-adc6-4d3e-9ed8-12b7581aa0ba,Jaylin Noel,WR,HOU,198.2,179.85714285714286,
027fe218-a84a-450c-a89d-7ad6c4cf94b9,Cade Otton,TE,TB,188.3,180.42857142857142,
bc9e2c1b-6bb4-4bc9-84af-202f71c65de7,Alec Pierce,WR,IND,185.8,180.71428571428572,
f24adb34-5412-4edf-95ff-6b68e5fbd41d,Miles Sanders,RB,DAL,195.0,181.28571428571428,
fa1a54e5-4c1c-45b8-9e9a-3c1568a28d6b,Jaylen Wright,RB,MIA,173.0,182.28571428571428,
a228fb38-ae0f-469d-984a-a7a3a904020d,Mike Gesicki,TE,CIN,188.3,182.57142857142858,
9a1d9082-34b9-40f4-8e3c-330caa3fa989,Rhamondre Stevenson,RB,NE,121.1,183.42857142857144,
e0d74144-6bd8-467f-b5a6-de01ef683097,Pat Bryant,WR,DEN,178.1,184.28571428571428,
3e43e336-3c1d-430f-8961-701e685e8d5d,Roschon Johnson,RB,CHI,182.9,184.42857142857142,
9f137949-d162-475c-bf95-9d43e7d58824,Dyami Brown,WR,JAX,185.9,185.57142857142858,
bdecac5a-bd13-4a2c-94c8-4ff12c29d50a,Darius Slayton,WR,NYG,200.2,187.0,
1dd1d43a-bb2c-4293-b086-af81f7f8a31f,Woody Marks,RB,HOU,187.3,187.0,
c9e2cfc7-8db1-49ab-944b-61108f687aca,Jalen Coker,WR,CAR,207.0,189.71428571428572,
06bb179e-5f55-4679-9f0d-e94d1c5dff0c,Tre Harris,WR,LAC,128.0,192.4714285714286,
afb9a9f4-bacd-46f5-ad31-80b2427eae28,Sam Darnold,QB,SEA,179.1,195.28571428571428,
a6ce2c32-ead2-45cf-8add-22978d63a07e,Mason Taylor,TE,NYJ,195.4,196.0,
9e0a17b1-fda3-4066-aa3c-4f742588536c,Michael Wilson,WR,ARI,192.7,196.14285714285714,
5187785b-3707-4207-aee0-a55778dfb9a1,DJ Giddens,RB,IND,210.3,198.71428571428572,
10b8eca4-c667-4927-a2ab-e24021ad18a5,Tahj Brooks,RB,CIN,200.6,200.28571428571428,
49d82bda-e7fe-487a-83ab-0f4bd9e431d1,Pat Freiermuth,TE,PIT,213.2,203.14285714285714,
8f4756df-0eba-4393-bc91-cd38984dcda8,Justice Hill,RB,BAL,210.6,203.42857142857142,
b760285b-f146-44b7-91a6-80b79734aa3a,Keaton Mitchell,RB,BAL,187.9,205.71428571428572,
e5efd76e-3450-4e90-b4a4-74a10f8cef0b,Jarquez Hunter,RB,LAR,214.4,206.14285714285714,
c9fab627-9cbf-4cfe-b2fa-288604ae1755,Elijah Arroyo,TE,SEA,193.3,207.57142857142858,
2521c244-cb3c-497e-b928-9c2f542bb7c3,Kyle Monangai,RB,CHI,204.0,209.0,
ba19979f-896f-429f-89b1-0280ab4b6052,Dalton Schultz,TE,HOU,207.2,209.28571428571428,
2d084934-667e-4903-b462-a33b9041291d,Harold Fannin,TE,CLE,213.9,210.57142857142858,
54ad314c-d98a-4087-9831-d9fe55233e1c,DeAndre Hopkins,WR,BAL,195.0,211.14285714285714,
5357fee8-c779-4442-8e21-286ad59d4cbd,Ja'Tavion Sanders,TE,CAR,196.1,211.57142857142858,
383c8d7f-a817-4096-a6b6-a6b1366d87fb,Isaac TeSlaa,WR,DET,208.6,215.14285714285714,
89c932e5-9b13-487f-97c6-c23a2864510e,Sean Tucker,RB,TB,206.6,215.28571428571428,
5ac44ad0-e9ce-44d0-9bf7-82950d46bd63,Tutu Atwell,WR,LAR,215.2,215.28571428571428,
e34d874e-3fef-4059-887e-33a2485c13b6,Blake Corum,RB,LAR,210.8,215.42857142857142,
0ad724ff-2212-4ec4-8261-793e76298a17,Adonai Mitchell,WR,IND,205.7,216.71428571428572,
10b27c42-0621-472d-bfa7-3f6c598980be,Juwan Johnson,TE,NO,211.2,219.28571428571428,
a46b6ee1-e38e-48cc-9d43-0917418812fc,Jalen Royals,WR,KC,206.5,221.14285714285714,
