id,Name,adp_final,Position,Team,rank
7e343d94-5993-4398-b8e1-d251ce8cddf6,Aaron Rodgers,158.8,QB,NYJ,151.55151515151513
a3694f7f-d96e-4a5c-9965-f877c14cf007,J.K. Dobbins,149.1,RB,LAC,152.63030303030303
8f7f70cb-d238-4263-a283-67fa1e0d8e88,Noah Fant,164.4,TE,SEA,153.09818181818184
d03ce45d-ed3f-40cf-8ae2-a7fb49ef2eab,Jalen McMillan,172.6,WR,TB,153.574
b281e42f-9b24-4361-96c1-7ef192f20315,Khalil Herbert,174.7,RB,CHI,154.46060606060607
63eec11c-1dd4-4fc1-9d4c-518113126176,Andrei Iosivas,197.6,WR,CIN,154.84424242424242
5a586c9b-29bb-4966-822f-20cbf961d487,Deshaun Watson,153.3,QB,CLE,156.6848484848485
6835cc77-2259-460a-96d2-4593cac34fe4,Luke Musgrave,148.0,TE,GB,156.71515151515152
1a11d2ae-c4b1-400c-bf2e-d4dca13800e6,Cole Kmet,141.4,TE,CHI,157.06666666666666
ba62ae9e-6556-4eec-abd8-24061cbc3b64,MarShawn Lloyd,150.8,RB,GB,158.6909090909091
3d994e25-98b0-4fe4-8e43-45caa3b05889,Baker Mayfield,164.9,QB,TB,161.24848484848485
8b1ee1f2-c7a2-4e99-a044-780eb97933c7,Justin Fields,178.3,QB,PIT,161.3660606060606
8455944d-c59f-4f25-a201-2a0785a34543,Antonio Gibson,168.3,RB,NE,162.4
ba20ed45-635f-42e7-bd40-6f11de194256,DeMario Douglas,158.0,WR,NE,163.5272727272727
edb873b8-24e4-46c7-a82e-01efdedd9ff3,Geno Smith,168.6,QB,SEA,164.04848484848486
e1e19ee9-01a4-472f-8e74-626a4607e6d1,Wan'Dale Robinson,166.7,WR,NYG,164.28484848484848
79b314eb-c128-42af-81d1-74d02e202c73,Greg Dortch,189.7,WR,ARI,164.61
96e18685-a5d7-4bce-9803-406cd96537cb,Isaiah Likely,177.0,TE,BAL,165.09472727272725
32b80205-735b-4646-962e-4485d512a029,Ricky Pearsall,150.1,WR,SF,166.01818181818183
219e05a7-6e17-4f64-a2ae-2023dd01ecb3,Adam Thielen,159.7,WR,CAR,166.66666666666666
1a953802-dab8-461f-983f-7695316f109f,Jalen Tolbert,181.5,WR,DAL,167.46060606060607
b934b6d1-f3f7-4e85-9093-61752570be82,Rashod Bateman,163.5,WR,BAL,168.46666666666667
559fb2bc-fb75-45f8-8872-32bdc051ef1b,Drake Maye,204.2,QB,NE,169.94181818181818
7d9fe5a5-046a-497a-9edd-cd0fe22704e7,Hunter Henry,159.1,TE,NE,170.0969696969697
4f2cd96c-93ab-4556-b181-a9d5148a5547,Kimani Vidal,181.2,RB,LAC,171.29454545454547
12d3481b-b7f6-4d82-baa4-3305e68d386d,Jordan Mason,202.2,RB,SF,172.9
c1bf2279-8822-483c-a471-eca605165780,Tyler Conklin,167.9,TE,NYJ,173.78787878787878
7f61052c-f7f1-46a1-9486-afbbdebf9e9e,Jermaine Burton,173.3,WR,CIN,174.50745454545455
63fee59f-b98f-4a3b-b166-6f5dd8382977,Jahan Dotson,137.4,WR,PHI,179.16363636363636
1dab82ca-7aea-4818-b0e0-b56aae0f686f,Will Levis,173.6,QB,TEN,179.23636363636365
df951d37-812b-402b-8bf0-41a39a47f49a,Tyrone Tracy,,,,180.0
feaa26c4-cff4-487a-970a-ddad711e5b09,Malachi Corley,187.6,WR,NYJ,180.4060606060606
7c3b8c65-cee7-441a-b656-dc0f9e592075,Ben Sinnott,197.9,TE,WAS,181.32121212121214
156f87f5-8039-4e08-b878-f03c220c2923,Demarcus Robinson,169.3,WR,LAR,181.44242424242427
2f43f271-81a2-428d-be67-22331f8cc23e,Cade Otton,175.6,TE,TB,183.8121212121212
d22c8282-2db7-48ec-ac2c-825f00eac244,Jonnu Smith,184.8,TE,MIA,187.6848484848485
283389c2-edc9-43fb-a311-fcd3e14f483b,Javon Baker,205.7,WR,NE,188.76
8e8ab6f3-17ee-4fd2-b267-49e1d20b6d12,Juwan Johnson,200.5,TE,NO,188.76969696969695
d5eb08a8-9cfd-4355-8ef8-68520f7ddcc2,Tank Bigsby,210.2,RB,JAX,189.78181818181818
a3f9a932-cb32-4d30-84c0-7e4347bb909f,DJ Chark Jr.,,,,191.0
77d67f97-1de2-4ded-a444-027232e14d35,Will Shipley,209.1,RB,PHI,191.6812121212121
cd3ad272-880e-4c6b-9231-5b36000c3690,Kalif Raymond,,,,192.0
7758c18a-e90d-4730-b4d9-e576e1edde66,Derek Carr,200.8,QB,NO,192.13939393939395
8f16025a-ffe0-4efa-836e-b71ae20db9e9,Bo Nix,206.1,QB,DEN,194.05454545454546
1fe1828f-95e2-4ee6-a853-b15a778297b1,Luke McCaffrey,198.3,WR,WAS,194.63030303030303
fc3f376b-6891-4be4-be49-125ac078306d,Audric Estime,187.4,RB,DEN,195.3090909090909
a9621925-0793-4d79-ad41-0f568611b6b5,Daniel Jones,188.4,QB,NYG,197.20000000000002
988bab92-36df-41d0-90d3-86d936f37c90,Bryce Young,193.7,QB,CAR,199.04242424242423
ff629d5a-a1a0-41aa-be94-384346c39dd0,Kendre Miller,199.7,RB,NO,199.9721212121212
78a87fe4-0865-48fc-b9a2-cde47573850a,Dameon Pierce,195.2,RB,HOU,201.5939393939394
a12d7960-6735-4cd5-a17b-a6fd9011f9ca,Colby Parkinson,208.1,TE,LAR,202.73939393939392
d1320ecb-9461-4fba-97c1-d40ae8c36cb5,Quentin Johnston,175.8,WR,LAC,202.74545454545455
dc54aaed-d67b-4a0b-8893-858001d7053d,Justice Hill,,,,204.0
0d8c52b1-1d65-476b-8b70-928503c96cfd,Deneric Prince,,,,206.0
aa442ff3-158d-4084-bc7d-31672fba2a61,Jalin Hyatt,209.8,WR,NYG,206.8181818181818
fc1ccabb-3073-4b34-a1c4-3310e43d369e,Marvin Mims Jr.,178.5,WR,DEN,208.4969696969697
ee4764a1-5eaa-450f-bfb6-fda7fd37485f,Roman Wilson,201.4,WR,PIT,211.0909090909091
be83f18d-a83a-45e1-8fa0-abeacb12b670,Royce Freeman,,,,212.0
0500233c-15fa-4054-a18c-558c519b6ef3,Dawson Knox,213.3,TE,BUF,215.0
220b09df-76f5-4c09-b525-7bd4113aa51a,Theo Johnson,209.5,TE,NYG,215.0
eb41cc7c-38c6-4904-92fe-462d09c41a04,Cam Akers,,,,215.0
c84622c1-dc3c-4b17-a280-98fd65f1d209,Trey Sermon,,,,215.0
01325253-9619-4ab1-ac44-9f3a0e9be4e9,Darius Slayton,213.8,WR,NYG,215.5212121212121
450097ed-6eb2-419a-897c-cddc4aa48a51,Greg Dulcich,212.5,TE,DEN,216.9878787878788
d2247d86-c874-48e7-a4c7-b82e26cd5c18,Josh Reynolds,,,,218.0
72b37a2c-fc4e-459f-9993-cdce1843deff,Mike Gesicki,,,,219.0
f71fb47b-cb8d-436b-a9ea-3a8f7d4da6f5,Chig Okonkwo,200.9,TE,TEN,219.35151515151517
4fc64fed-2d9b-48b3-b191-fa68ffd14df4,Kendrick Bourne,215.6,WR,NE,219.5030303030303
65ffbb28-dca4-45c1-8f35-b93688f96de6,Ja'Tavion Sanders,,,,220.0
71207b30-eb62-41d8-94af-120bf98f5097,Malik Washington,214.2,WR,MIA,220.1818181818182
112e0165-5616-4de6-97fe-3a99d6a48dbe,Tucker Kraft,213.9,TE,GB,220.73939393939392
df7ae891-91f9-4ca9-a9cd-943bf8d3d548,Michael Mayer,215.5,TE,LV,221.43636363636364
fe172b50-3a9a-4b92-bfd7-7c4806855cd3,Troy Franklin,197.6,WR,DEN,222.15757575757576
e68c8a9b-e51b-4184-b41e-0b9ebf3ad193,Treylon Burks,,,,224.0
0b343303-da50-49ce-a35d-5570a5479c10,Alexander Mattison,,,,225.0
d2a89bb9-9dc8-4667-8389-75ab8de01b47,Dylan Laube,213.8,RB,LV,225.55757575757573
878411ca-a020-4d88-8937-615d79934cb2,Elijah Mitchell,192.0,RB,SF,226.21818181818182
b85602ca-8575-47c6-9cd5-36aaeaab7038,Tyler Boyd,,,,228.0
36eacb60-5365-4223-9254-718ee383c69d,Keaton Mitchell,215.1,RB,BAL,229.98181818181817
54969679-9dbf-4deb-a186-d074a361be7d,Devontez Walker,213.6,WR,BAL,230.5030303030303
cf4714e3-23fb-4dcd-9daa-8ba4be108e88,Russell Wilson,,,,231.0
3b683063-e2a1-4c8c-9c2a-d0a0efc5e9b6,J.J. McCarthy,,,,232.0
e924f874-0ed1-4a72-a3f7-e4980b9eabf4,D'Onta Foreman,215.6,RB,CLE,232.43030303030304
f4d8cdaa-4ace-4c06-93eb-8d0474a850e1,Clyde Edwards-Helaire,,,,233.0
c11cfb02-1270-4bd9-9417-30b4de424cf7,Jelani Woods,,,,236.0
841aaf26-5dfb-426e-97f6-046979ea2f56,Zay Jones,,,,237.0
d08a736a-bcaa-4efe-ac9d-8669b1d226cb,Odell Beckham Jr.,,,,238.0
7680a072-4119-42eb-9d1b-031c94180600,Roschon Johnson,205.7,RB,CHI,238.5381818181818
99f3f9f4-99bc-4044-887e-7b671d990ba8,Elijah Moore,,,,239.0
ff47408a-4f83-4e5e-8a3e-07e76012ea2d,AJ Dillon,,,,240.0
cd52e459-87a8-465f-b612-a51359fa9c19,Samaje Perine,,RB,DEN,240.6181818181818
ad6ea23f-5301-4943-84e4-79dc17f32393,Hayden Hurst,,,,241.0
746a77dd-2238-418d-b736-f21ac804caed,Zach Ertz,214.6,TE,WAS,243.0
819b347a-556a-4c90-b7b1-356dc12c162d,Kenneth Gainwell,215.7,RB,PHI,243.77575757575758
a536b008-420c-4e5e-a333-c3b05462f128,Jauan Jennings,,,,245.0
60308505-0d50-4aad-88e6-7af905d7be9b,Bo Melton,,,,246.0
bfcfc3b6-3a88-4b56-97b9-c8d2cdf2f5f4,Kadarius Toney,,,,247.0
e14e3303-2bf3-4cf2-841f-f4861320d1d8,Noah Brown,,,,248.0
87636b39-9e67-42b6-afa6-2e0e3c51e6e1,Allen Lazard,,,,249.0
5cd0ffa9-619f-4ea0-a340-2147a2dee05d,Gardner Minshew II,,,,251.0
b6d0dae3-7a01-4d3d-8d43-521fd0974b9d,Jamaal Williams,,,,252.0
3a0c1c94-323a-4561-8135-4555ac4245bc,A.T. Perry,,,,253.0
ef3fd24b-55b9-4640-9098-4c1dabda6b3c,Calvin Austin III,,,,254.0
8ada8d5b-e75e-4564-9f97-100ebce72bb6,Jawhar Jordan,,,,255.0
6083aa57-917a-4b1f-8c34-a68221f7ddd7,Brenden Rice,,,,256.0
fbf8b8ae-923c-4e91-a4c9-def0077bcb76,Miles Sanders,,,,257.0
2e4af01e-cf3e-4a59-8532-e115e1fb5d82,Tre Tucker,,,,258.0
901297b6-477b-4550-85c5-d84731409415,Jonathan Mingo,,,,259.0
006cb498-eca7-4e4b-a528-d085ed17ebde,Taysom Hill,,,,260.0
fa05fa48-c595-4b99-8fdd-e50dc8644fce,Aidan O'Connell,,,,261.0
8345b52f-3b03-4d99-8b01-fd2ddbb64975,K.J. Osborn,,,,262.0
7d86b339-030c-4675-95c2-c6b61f9b606a,Mack Hollins,,,,263.0
