id,Name,adp_final,Position,Team,rank
098d87b9-1fc9-4466-a7dd-7f35f697f506,CeeDee Lamb,2.3,WR,DAL,1.8636363636363635
9e801ec6-ed8e-49b1-8b66-90553d7dd7e2,Christian McCaffrey,1.3,RB,SF,1.9242424242424243
a36d312f-0f65-4e3a-98ef-823608309b21,Tyreek Hill,2.8,WR,MIA,2.727272727272727
5a9b6074-7296-4571-94f8-6b9e803ba039,Ja'Marr Chase,4.4,WR,CIN,4.287878787878788
8209c653-34c2-4bc5-8434-d5a6d2c8b27b,Justin Jefferson,5.4,WR,MIN,4.827272727272727
7b36b9f5-93c3-4fb7-8703-f89aa740c452,Amon-Ra St. Brown,6.1,WR,DET,5.909090909090909
7f4475be-2cd2-4e94-9272-9d6e1c6a6262,Bijan Robinson,7.1,RB,ATL,7.045454545454546
3f671138-3ef9-437b-af4b-f865c1423161,Breece Hall,7.3,RB,NYJ,7.742424242424242
2bad3d34-9960-4d9a-8fa7-6abc8d2ba1f7,A.J. Brown,8.8,WR,PHI,9.727272727272727
c76953d5-dc07-49f6-85e2-731b919c09a0,Garrett Wilson,10.2,WR,NYJ,9.924242424242424
fb1781a7-ebfc-47c4-a925-18ad114c9834,Puka Nacua,11.7,WR,LAR,11.121212121212121
ffadf9c7-84c5-4cbd-882c-08ac77e4ceff,Marvin Harrison,13.7,WR,ARI,13.0
56c751bc-45b5-4984-b916-8a9b1cbc056e,Drake London,15.2,WR,ATL,13.848484848484848
0eca149b-3acb-4540-90b9-e573a3983e73,Jaylen Waddle,19.8,WR,MIA,13.978636363636364
bc1959be-6b30-4eca-be97-0f2e5b97eb9a,Deebo Samuel,16.0,WR,SF,14.527272727272726
f098bc7a-7b26-4b95-8a2a-5603e0c79eab,Jahmyr Gibbs,12.5,RB,DET,14.712121212121213
0ca934b7-a6df-4df8-9f7b-f34f1f51d396,Nico Collins,17.7,WR,HOU,16.575757575757574
b4792419-5e76-45de-864a-741ac6df7651,Jonathan Taylor,15.9,RB,IND,17.363636363636363
333093b5-7ef3-49ae-a736-93217e79f666,Chris Olave,19.6,WR,NO,17.545454545454547
12dc1620-9e6e-4ea6-81db-325a12cf154c,Malik Nabers,25.3,WR,NYG,19.2
07d3867e-0154-4152-a798-18d6c7accd42,Cooper Kupp,22.8,WR,LAR,21.484848484848484
6591b1cf-50ee-4c6d-964c-2b26ad46bfde,Davante Adams,21.7,WR,LV,21.87878787878788
47a7e2a4-2f23-4670-ac09-1c20b7e4bb39,De'Von Achane,21.6,RB,MIA,23.03030303030303
c3032705-9198-4d1b-ba45-3d5eb7983645,Brandon Aiyuk,25.8,WR,SF,23.318181818181817
c0c23fc3-862e-481f-824b-04ee87c01392,DeVonta Smith,26.5,WR,PHI,25.136363636363637
2ea6b394-3237-4644-8b49-69cf67b6e8a9,Kyren Williams,27.2,RB,LAR,25.581818181818182
8da0dbe1-4d06-45f3-830a-2112443c2466,Mike Evans,25.7,WR,TB,26.757575757575758
f68af97f-836c-472d-8ad2-8b87a19ec178,DJ Moore,30.5,WR,CHI,28.363636363636363
5b733acd-4a48-40f0-9662-51e4540b0351,Saquon Barkley,18.7,RB,PHI,28.939393939393938
2704e8d7-a534-4bef-9e3d-6d12ff738205,DK Metcalf,28.6,WR,SEA,29.71212121212121
aeec05d9-8fa4-4b9a-a85d-4611dbb12d5f,Stefon Diggs,33.7,WR,HOU,30.939393939393938
2df22d1e-e053-42dd-9c5e-480d1196ff25,Tank Dell,34.2,WR,HOU,32.81818181818182
d763e0dc-b773-483d-be2a-a49c5ee0046d,Rashee Rice,51.9,WR,KC,33.35670454545454
686108bb-239b-4273-a28a-69b9571cc03d,Sam LaPorta,36.7,TE,DET,35.015151515151516
0f1d4122-0410-4a08-8ec5-564ad56b8d8c,Zay Flowers,38.1,WR,BAL,35.666666666666664
66b13037-5e4c-4b36-a7e7-398cbace2e58,Josh Allen,37.0,QB,BUF,35.75757575757576
1028d0c1-94d4-463f-9a3d-3c0bebb060db,Patrick Mahomes,44.0,QB,KC,37.33315909090909
d27b174c-ed7e-4138-a2c7-ab3fcd3575b3,Tee Higgins,43.1,WR,CIN,38.89393939393939
2e8f2806-a076-496d-b610-30c5a9db0098,Derrick Henry,29.3,RB,BAL,39.5
18a2678b-805b-4ec2-8489-0e677735311b,Travis Kelce,39.1,TE,KC,39.89393939393939
0c4fb388-7ebc-4e40-947f-90ba2e7f60a3,Michael Pittman Jr.,34.8,WR,IND,40.03030303030303
5e0c0398-4cff-4185-9805-3d5b56cb929b,Jalen Hurts,40.7,QB,PHI,40.53030303030303
993baded-bd48-4787-b0ad-ac2996be73a4,Josh Jacobs,50.9,RB,GB,41.90113636363636
951c3ab5-1b70-43de-a537-16376027a240,Isiah Pacheco,36.9,RB,KC,41.95454545454545
eb7bc4df-1285-4d03-94d4-bf9ab58eea87,Trey McBride,46.0,TE,ARI,42.803030303030305
f1af93fd-af0e-4380-8ae4-519f04a8673c,Xavier Worthy,63.0,WR,KC,44.0
b73379fb-c0bf-4624-bb87-5b9daf7ae1ed,Mark Andrews,48.9,TE,BAL,44.53636363636364
2426f790-2c33-4a1d-9074-0a2975affc5d,Amari Cooper,40.5,WR,CLE,44.96969696969697
a9ad9af2-611c-4c9b-9e07-687f619a55ce,Travis Etienne Jr.,41.8,RB,JAX,45.53030303030303
d7025fba-a9fc-4295-8a27-b194556a90f9,James Cook,55.0,RB,BUF,45.784090909090914
f258ff18-d5fd-4dce-af9a-958900eecf52,Lamar Jackson,47.7,QB,BAL,45.833333333333336
5fd1a37f-4c31-4cc1-82b5-ce980d353aaa,Dalton Kincaid,51.7,TE,BUF,48.40909090909091
0c410b1a-19f9-415f-ae96-11dc81d258dc,George Pickens,43.4,WR,PIT,49.121212121212125
3641f3d1-3ff6-4d44-91db-47834e41227b,Christian Kirk,48.0,WR,JAX,49.21212121212121
84b4c137-2193-4e4b-b3de-a74f2eed2ad3,Terry McLaurin,50.9,WR,WAS,49.24242424242424
e5c2cbd7-65b7-41a9-b81d-a6e1313571fd,Anthony Richardson,57.0,QB,IND,50.26590909090908
144f1a02-d422-4d10-ba5e-349a5daae34b,Rome Odunze,67.6,WR,CHI,52.81590909090909
4ffdccda-f8a4-4ec4-90a6-0ddf19626a93,Kyle Pitts,60.4,TE,ATL,54.89393939393939
