ID,NAME,TEAM,BYE,AGE,POS,POS RK,ADP
23080,Quinn Nordin,NE,14,23,K,K14,460
19989,Daniel Carlson,LV,8,27,K,K15,461
20717,Tristan Vizcaino,LAC,7,25,K,K16,462
14996,Brandon McManus,DEN,11,30,K,K17,463
16191,Chris Boswell,PIT,7,30,K,K18,464
21542,Chase McLaughlin,CLE,13,25,K,K19,465
14867,Dustin Hopkins,WAS,7,31,K,K20,466
16301,Cairo Santos,CHI,10,30,K,K21,467
17139,Josh Lambo,JAX,,31,K,K22,468
10333,Graham Gano,NYG,10,34,K,K23,469
18115,Derek Watt,PIT,7,29,FB,RB123,470
20325,Greg Joseph,MIN,7,27,K,K24,471
21263,Trenton Irwin,CIN,10,26,WR,WR204,472
19943,Durham Smythe,MIA,14,26,TE,TE65,473
22509,Hunter Long,MIA,14,23,TE,TE66,474
19041,Jake Elliott,PHI,14,27,K,K25,475
20957,Tommy Sweeney,BUF,7,26,TE,TE67,476
17762,Chris Manhertz,JAX,7,29,TE,TE68,477
20282,Ryan Santoso,CAR,11,26,K,K26,478
18811,Mitchell Trubisky,BUF,7,27,QB,QB44,479
22908,Evan McPherson,CIN,10,22,K,K27,480
20946,Kaden Smith,NYG,10,24,TE,TE69,481
22310,Gabe Nabers,LAC,7,24,FB,RB124,482
20974,Kahale Warring,BUF,7,24,TE,TE70,483
18735,Sam Ficken,TEN,13,29,K,K28,484
20952,Jace Sternberger,GB,7,25,TE,TE71,485
19779,Brandon Zylstra,CAR,13,28,WR,WR205,486
3061,Marcedes Lewis,GB,13,37,TE,TE72,487
19200,C.J. Board,NYG,10,28,WR,WR206,488
21795,Luke Farrell,JAX,7,24,TE,TE73,489
22703,Matt Ammendola,NYJ,6,25,K,K29,490
19176,Darrell Daniels,ARI,12,27,TE,TE74,491
22677,Mekhi Sargent,TEN,7,24,RB,RB125,492
21114,Austin Seibert,DET,9,25,K,K30,493
22512,Tre' McKitty,LAC,7,23,TE,TE75,494
21771,Devin Asiasi,NE,14,24,TE,TE76,495
14967,Le'Veon Bell,BAL,,30,RB,RB126,496
21295,Nsimba Webster,CHI,10,26,WR,WR207,497
14985,Ryan Griffin,NYJ,6,32,TE,TE77,498
21683,Hunter Bryant,DET,9,23,TE,TE78,499
21158,Matt Sokol,JAX,7,26,TE,TE79,500
12787,Nick Bellore,SEA,9,32,FB,RB127,501
21785,Noah Gray,KC,12,22,TE,TE80,502
18093,Andy Janovich,CLE,13,28,FB,RB128,503
21678,Brycen Hopkins,LAR,11,24,TE,TE81,504
21723,James Proche II,BAL,8,25,WR,WR208,505
22494,Kyle Trask,TB,9,23,QB,QB45,506
7651,Matthew Slater,NE,14,36,WR,WR209,507
20487,Brandon Powell,MIA,11,26,WR,WR210,508
22662,Tommy Tremble,CAR,13,21,TE,TE82,509
15974,Jordan Matthews,SF,6,29,TE,TE83,510
18617,Elijhaa Penny,NYG,10,28,RB,RB129,511
21819,Bryce Perkins,LAR,11,25,QB,QB46,512
22527,A.J. Rose Jr.,MIN,7,24,RB,RB130,513
21798,Josiah Deguara,GB,13,25,TE,TE84,514
22206,Reggie Gilliam,BUF,7,24,FB,RB131,515
20899,Josh Oliver,BAL,8,24,TE,TE85,516
18645,Aldrick Rosas,NO,9,27,K,K31,517
23075,Chris Naggar,CLE,7,24,K,K32,518
18018,Jacoby Brissett,MIA,14,29,QB,QB47,519
21519,Joey Slye,HOU,9,25,K,K33,520
22657,John Bates,WAS,9,24,TE,TE86,521
21962,Malcolm Perry,NE,14,24,RB,RB132,522
21161,Brandon Dillon,MIN,6,24,TE,TE87,523
19972,Mike White,NYJ,6,26,QB,QB48,524
22915,Sammis Reyes,WAS,9,26,TE,TE88,525
21955,Thaddeus Moss,CIN,10,23,TE,TE89,526
14828,Chris Hogan,NO,,34,WR,WR211,527
19410,Ricky Seals-Jones,WAS,9,26,TE,TE90,528
21849,Caleb Huntley,ATL,6,23,RB,RB133,529
15305,Demetrius Harris,ARI,12,30,TE,TE91,530
19850,Mason Rudolph,PIT,7,26,QB,QB49,531
20506,Tanner Hudson,SF,6,27,TE,TE92,532
21810,Tyler Huntley,BAL,8,24,QB,QB50,533
611,Joe Flacco,PHI,6,37,QB,QB51,534
13887,Travis Benjamin,SF,6,32,WR,WR212,535
19335,Antony Auclair,HOU,10,28,TE,TE93,536
16920,Jesse James,CHI,10,27,TE,TE94,537
21817,Kellen Mond,MIN,7,22,QB,QB52,538
16878,Blake Bell,KC,12,30,TE,TE95,539
20779,Will Grier,DAL,7,26,QB,QB53,540
19191,P.J. Walker,CAR,13,27,QB,QB54,541
21100,Jakob Johnson,NE,14,27,FB,RB134,542
17219,Daniel Brown,NYJ,6,29,TE,TE96,543
19165,Johnny Mundt,LAR,11,27,TE,TE97,544
15640,Derek Carrier,LV,8,31,TE,TE98,545
19330,Nick Mullens,CLE,13,26,QB,QB55,546
19035,Eric Saubert,DEN,11,27,TE,TE99,547
12982,Blaine Gabbert,TB,9,32,QB,QB56,548
22548,Gerrid Doaks,MIA,14,23,RB,RB135,549
16903,MyCole Pruitt,TEN,13,29,TE,TE100,550
18118,Brandon Allen,CIN,10,29,QB,QB57,551
19064,Trent Taylor,CIN,10,27,WR,WR213,552
2405,Chad Henne,KC,12,36,QB,QB58,553
18262,Stephen Anderson,LAC,7,29,TE,TE101,554
19079,Zane Gonzalez,DET,13,26,K,K34,555
20703,John Wolford,LAR,11,26,QB,QB59,556
18973,C.J. Beathard,JAX,7,28,QB,QB60,557
20053,Kyle Allen,WAS,9,25,QB,QB61,558
21227,Andrew Beck,DEN,11,25,TE,TE102,559
22498,Feleipe Franks,ATL,6,24,QB,QB62,560
22477,Dominique Dafney,GB,13,24,TE,TE103,561
22119,Charlie Woerner,SF,6,24,TE,TE104,562
18498,J.P. Holtz,CHI,10,28,TE,TE105,563
22497,Ian Book,NO,6,23,QB,QB63,564
22667,Zach Davidson,MIN,7,23,TE,TE106,565
18073,Jonathan Williams,WAS,9,28,RB,RB136,566
19067,Jeremy Sprinkle,DAL,7,27,TE,TE107,567
15201,Mike Glennon,NYG,10,32,QB,QB64,568
19461,Cooper Rush,DAL,7,28,QB,QB65,569
22340,Matt Cole,NYG,9,25,WR,WR214,570
8358,Brian Hoyer,NE,14,36,QB,QB66,571
19075,Mason Schreck,CIN,10,28,TE,TE108,572
20055,Logan Woodside,TEN,13,27,QB,QB67,573
22284,Ben Ellefson,MIN,7,25,TE,TE109,574
20984,Dexter Williams,NYG,13,25,RB,RB137,575
20191,Godwin Igwebuike,DET,9,27,RB,RB138,576
18716,Garrett Griffin,NO,6,27,TE,TE110,577
9902,Chase Daniel,LAC,7,35,QB,QB68,578
14895,Geno Smith,SEA,9,31,QB,QB69,579
11047,Colt McCoy,ARI,12,35,QB,QB70,580
21277,David Blough,DET,9,26,QB,QB71,581
12777,Lee Smith,ATL,,34,TE,TE111,582
