User,Pts,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS
houseoforange (22),117.48,Kyler Murray,ARI,QB,Ryan Tannehill,TEN,QB,Aaron Jones,GB,RB,Derrick Henry,TEN,RB,Ezekiel Elliott,DAL,RB,A.J. Brown,TEN,WR,Allen Lazard,GB,WR,Emmanuel Sanders,BUF,WR,Julio Jones,TEN,WR,Stefon Diggs,BUF,WR,Anthony Firkser,TEN,TE,Zach Ertz,ARI,TE
data4thewin (10),117.26,Dak Prescott,DAL,QB,Justin Herbert,LAC,QB,Alvin Kamara,NO,RB,Derrick Henry,TEN,RB,Joe Mixon,CIN,RB,Antonio Brown,TB,WR,Christian Kirk,ARI,WR,Davante Adams,GB,WR,Keenan Allen,LAC,WR,Michael Gallup,DAL,WR,Dalton Schultz,DAL,TE,Zach Ertz,ARI,TE
jimmoney (6),116.68,Kyler Murray,ARI,QB,Ryan Tannehill,TEN,QB,Chase Edmonds,ARI,RB,Derrick Henry,TEN,RB,James Conner,ARI,RB,Amari Cooper,DAL,WR,Christian Kirk,ARI,WR,Julio Jones,TEN,WR,Rondale Moore,ARI,WR,Stefon Diggs,BUF,WR,Anthony Firkser,TEN,TE,Rob Gronkowski,TB,TE
MLBmodel (4),116.6,Aaron Rodgers,GB,QB,Ryan Tannehill,TEN,QB,AJ Dillon,GB,RB,Damien Harris,NE,RB,Ezekiel Elliott,DAL,RB,A.J. Brown,TEN,WR,Marquez Valdes-Scantling,GB,WR,Mecole Hardman,KC,WR,Stefon Diggs,BUF,WR,Dawson Knox,BUF,TE,Marcedes Lewis,GB,TE,Mark Andrews,BAL,TE
DogsOnly,116.48,Aaron Rodgers,GB,QB,Mac Jones,NE,QB,Chase Edmonds,ARI,RB,Damien Harris,NE,RB,Jonathan Taylor,IND,RB,Rhamondre Stevenson,NE,RB,A.J. Brown,TEN,WR,Michael Pittman,IND,WR,Odell Beckham,LAR,WR,Randall Cobb,GB,WR,Tee Higgins,CIN,WR,Hunter Henry,NE,TE
bgary624,116.28,Joe Burrow,CIN,QB,Kyler Murray,ARI,QB,AJ Dillon,GB,RB,Clyde Edwards-Helaire,KC,RB,James Conner,ARI,RB,Ronald Jones,TB,RB,Christian Kirk,ARI,WR,Davante Adams,GB,WR,Demarcus Robinson,KC,WR,Nick Westbrook-Ikhine,TEN,WR,Stefon Diggs,BUF,WR,Zach Ertz,ARI,TE
pollyo88 (3),115.88,Aaron Rodgers,GB,QB,Joe Burrow,CIN,QB,Justin Herbert,LAC,QB,Aaron Jones,GB,RB,Austin Ekeler,LAC,RB,Damien Harris,NE,RB,Allen Lazard,GB,WR,Cyril Grayson,TB,WR,Keenan Allen,LAC,WR,Tyreek Hill,KC,WR,Josiah Deguara,GB,TE,Zach Ertz,ARI,TE
ebeimfohr (7),115.46,Dak Prescott,DAL,QB,Darrel Williams,KC,RB,James Conner,ARI,RB,Zack Moss,BUF,RB,Amari Cooper,DAL,WR,CeeDee Lamb,DAL,WR,Cole Beasley,BUF,WR,DeVonta Smith,PHI,WR,Julio Jones,TEN,WR,Stefon Diggs,BUF,WR,Dalton Schultz,DAL,TE,Zach Ertz,ARI,TE
JShmit69 (2),115.4,Aaron Rodgers,GB,QB,Derek Carr,LV,QB,AJ Dillon,GB,RB,Clyde Edwards-Helaire,KC,RB,Ronald Jones,TB,RB,Allen Lazard,GB,WR,Amari Cooper,DAL,WR,DeVonta Smith,PHI,WR,Diontae Johnson,PIT,WR,Hunter Renfrow,LV,WR,Darren Waller,LV,TE,Rob Gronkowski,TB,TE
delta3 (26),114.2,Aaron Rodgers,GB,QB,Ryan Tannehill,TEN,QB,AJ Dillon,GB,RB,Aaron Jones,GB,RB,D'Onta Foreman,TEN,RB,Derrick Henry,TEN,RB,Allen Lazard,GB,WR,Byron Pringle,KC,WR,Davante Adams,GB,WR,Mecole Hardman,KC,WR,Tyler Johnson,TB,WR,Josiah Deguara,GB,TE
Mensaball (25),114.18,Aaron Rodgers,GB,QB,Joe Burrow,CIN,QB,Ryan Tannehill,TEN,QB,Damien Harris,NE,RB,Derrick Henry,TEN,RB,Josh Jacobs,LV,RB,Allen Lazard,GB,WR,Davante Adams,GB,WR,Tyler Boyd,CIN,WR,Tyler Johnson,TB,WR,Anthony Firkser,TEN,TE,Pat Freiermuth,PIT,TE
koooob (75),113.96,Dak Prescott,DAL,QB,James Conner,ARI,RB,Jonathan Taylor,IND,RB,Rhamondre Stevenson,NE,RB,Tony Pollard,DAL,RB,Amari Cooper,DAL,WR,CeeDee Lamb,DAL,WR,Christian Kirk,ARI,WR,Jakobi Meyers,NE,WR,Tyreek Hill,KC,WR,Blake Jarwin,DAL,TE,Zach Ertz,ARI,TE
rmfair (5),113.78,Aaron Rodgers,GB,QB,Joe Burrow,CIN,QB,Chase Edmonds,ARI,RB,Darrel Williams,KC,RB,Tony Pollard,DAL,RB,Allen Lazard,GB,WR,Cyril Grayson,TB,WR,Odell Beckham,LAR,WR,Stefon Diggs,BUF,WR,Tee Higgins,CIN,WR,Dallas Goedert,PHI,TE,Marcedes Lewis,GB,TE
NFLMovingAvg (12),113.4,Dak Prescott,DAL,QB,Jimmy Garoppolo,SF,QB,Elijah Mitchell,SF,RB,Ezekiel Elliott,DAL,RB,Jeff Wilson,SF,RB,Tony Pollard,DAL,RB,Amari Cooper,DAL,WR,Brandon Aiyuk,SF,WR,CeeDee Lamb,DAL,WR,Jauan Jennings,SF,WR,Dalton Schultz,DAL,TE,George Kittle,SF,TE
AVander (2),113.28,Kyler Murray,ARI,QB,Chase Edmonds,ARI,RB,Ezekiel Elliott,DAL,RB,Najee Harris,PIT,RB,Rhamondre Stevenson,NE,RB,CeeDee Lamb,DAL,WR,Christian Kirk,ARI,WR,Ja'Marr Chase,CIN,WR,Tee Higgins,CIN,WR,Tyler Boyd,CIN,WR,Dalton Schultz,DAL,TE,Hunter Henry,NE,TE
NaPalm15 (2),112.66,Dak Prescott,DAL,QB,Justin Herbert,LAC,QB,Derrick Henry,TEN,RB,Jonathan Taylor,IND,RB,Brandon Aiyuk,SF,WR,Cedrick Wilson,DAL,WR,CeeDee Lamb,DAL,WR,Deebo Samuel,SF,WR,Keenan Allen,LAC,WR,Mike Williams,LAC,WR,Dallas Goedert,PHI,TE,George Kittle,SF,TE
tutmcgirt (31),112.6,Aaron Rodgers,GB,QB,Justin Herbert,LAC,QB,AJ Dillon,GB,RB,Austin Ekeler,LAC,RB,Cam Akers,LAR,RB,A.J. Brown,TEN,WR,Allen Lazard,GB,WR,Keenan Allen,LAC,WR,Mike Williams,LAC,WR,Tyreek Hill,KC,WR,Jared Cook,LAC,TE,Zach Ertz,ARI,TE
big34den,112.58,Kyler Murray,ARI,QB,Patrick Mahomes,KC,QB,Derrick Henry,TEN,RB,Ezekiel Elliott,DAL,RB,Jonathan Taylor,IND,RB,Justin Jefferson,MIN,WR,Keenan Allen,LAC,WR,Marquez Valdes-Scantling,GB,WR,Marquise Brown,BAL,WR,Mike Williams,LAC,WR,Dallas Goedert,PHI,TE,Hunter Henry,NE,TE
Eaglezzz (3),111.84,Dak Prescott,DAL,QB,Ezekiel Elliott,DAL,RB,Rhamondre Stevenson,NE,RB,Sony Michel,LAR,RB,Tony Pollard,DAL,RB,Antonio Brown,TB,WR,CeeDee Lamb,DAL,WR,Jakobi Meyers,NE,WR,Michael Gallup,DAL,WR,Michael Pittman,IND,WR,Dalton Schultz,DAL,TE,Travis Kelce,KC,TE
Mtmutombo (7),111.16,Dak Prescott,DAL,QB,Jalen Hurts,PHI,QB,Mac Jones,NE,QB,Damien Harris,NE,RB,Darrel Williams,KC,RB,Derrick Henry,TEN,RB,Sony Michel,LAR,RB,Christian Kirk,ARI,WR,Davante Adams,GB,WR,Keenan Allen,LAC,WR,Darren Waller,LV,TE,Rob Gronkowski,TB,TE
cdecarlo24 (9),110.8,Aaron Rodgers,GB,QB,Justin Herbert,LAC,QB,AJ Dillon,GB,RB,Aaron Jones,GB,RB,Austin Ekeler,LAC,RB,Tony Pollard,DAL,RB,Davante Adams,GB,WR,Jalen Guyton,LAC,WR,Keenan Allen,LAC,WR,Dalton Schultz,DAL,TE,Dawson Knox,BUF,TE,Josiah Deguara,GB,TE
Mtmutombo (31),110.62,Aaron Rodgers,GB,QB,Jalen Hurts,PHI,QB,Chase Edmonds,ARI,RB,Ezekiel Elliott,DAL,RB,Tony Pollard,DAL,RB,Amari Cooper,DAL,WR,Cedrick Wilson,DAL,WR,CeeDee Lamb,DAL,WR,DeVonta Smith,PHI,WR,Stefon Diggs,BUF,WR,Dalton Schultz,DAL,TE,Dawson Knox,BUF,TE
KevinTurcot (4),110.54,Dak Prescott,DAL,QB,Jalen Hurts,PHI,QB,Justin Herbert,LAC,QB,Jonathan Taylor,IND,RB,Sony Michel,LAR,RB,Tony Pollard,DAL,RB,CeeDee Lamb,DAL,WR,DeVonta Smith,PHI,WR,Julio Jones,TEN,WR,Keenan Allen,LAC,WR,Mike Williams,LAC,WR,Travis Kelce,KC,TE
pnkflyd898 (11),110.38,Carson Wentz,IND,QB,Justin Herbert,LAC,QB,Kyler Murray,ARI,QB,Joe Mixon,CIN,RB,Jonathan Taylor,IND,RB,Keenan Allen,LAC,WR,Michael Pittman,IND,WR,T.Y. Hilton,IND,WR,Tee Higgins,CIN,WR,Tyreek Hill,KC,WR,Jared Cook,LAC,TE,Zach Ertz,ARI,TE
StarFox01,110.32,Jalen Hurts,PHI,QB,Justin Herbert,LAC,QB,Austin Ekeler,LAC,RB,Clyde Edwards-Helaire,KC,RB,Ezekiel Elliott,DAL,RB,Jonathan Taylor,IND,RB,Amari Cooper,DAL,WR,Keenan Allen,LAC,WR,Michael Pittman,IND,WR,Tyreek Hill,KC,WR,Dallas Goedert,PHI,TE,Jared Cook,LAC,TE
fasman247 (12),109.88,Kirk Cousins,MIN,QB,Kyler Murray,ARI,QB,Austin Ekeler,LAC,RB,Chase Edmonds,ARI,RB,James Conner,ARI,RB,Antonio Brown,TB,WR,CeeDee Lamb,DAL,WR,Cooper Kupp,LAR,WR,Deebo Samuel,SF,WR,Justin Jefferson,MIN,WR,George Kittle,SF,TE,Mark Andrews,BAL,TE
derektreybig,109.1,Aaron Rodgers,GB,QB,Justin Herbert,LAC,QB,Ryan Tannehill,TEN,QB,Clyde Edwards-Helaire,KC,RB,Elijah Mitchell,SF,RB,Joe Mixon,CIN,RB,Jonathan Taylor,IND,RB,A.J. Brown,TEN,WR,Keenan Allen,LAC,WR,Mike Williams,LAC,WR,Dallas Goedert,PHI,TE,Hunter Henry,NE,TE
Thatphillykid,108.1,Aaron Rodgers,GB,QB,AJ Dillon,GB,RB,Darrel Williams,KC,RB,CeeDee Lamb,DAL,WR,Christian Kirk,ARI,WR,Cooper Kupp,LAR,WR,Marquez Valdes-Scantling,GB,WR,Michael Gallup,DAL,WR,Michael Pittman,IND,WR,Dallas Goedert,PHI,TE,Dalton Schultz,DAL,TE,Josiah Deguara,GB,TE
houseoforange,107.9,Carson Wentz,IND,QB,Justin Herbert,LAC,QB,Ryan Tannehill,TEN,QB,Aaron Jones,GB,RB,Derrick Henry,TEN,RB,Jonathan Taylor,IND,RB,Cole Beasley,BUF,WR,Davante Adams,GB,WR,Keenan Allen,LAC,WR,Michael Pittman,IND,WR,Mike Williams,LAC,WR,Dawson Knox,BUF,TE
koooob (57),107.88,Kyler Murray,ARI,QB,Derrick Henry,TEN,RB,James Conner,ARI,RB,Jonathan Taylor,IND,RB,A.J. Brown,TEN,WR,A.J. Green,ARI,WR,Antoine Wesley,ARI,WR,Christian Kirk,ARI,WR,Julio Jones,TEN,WR,T.Y. Hilton,IND,WR,Rob Gronkowski,TB,TE,Zach Ertz,ARI,TE
JJourneay33 (19),107.72,Carson Wentz,IND,QB,Jalen Hurts,PHI,QB,Austin Ekeler,LAC,RB,Jonathan Taylor,IND,RB,Leonard Fournette,TB,RB,Davante Adams,GB,WR,Keenan Allen,LAC,WR,Michael Pittman,IND,WR,Mike Williams,LAC,WR,T.Y. Hilton,IND,WR,Dallas Goedert,PHI,TE,Rob Gronkowski,TB,TE
Topgun322 (5),107.56,Aaron Rodgers,GB,QB,Dak Prescott,DAL,QB,AJ Dillon,GB,RB,Aaron Jones,GB,RB,Austin Ekeler,LAC,RB,Rhamondre Stevenson,NE,RB,Cedrick Wilson,DAL,WR,Davante Adams,GB,WR,Marquez Valdes-Scantling,GB,WR,Michael Pittman,IND,WR,Mike Williams,LAC,WR,Hunter Henry,NE,TE
viper31573,107.56,Dak Prescott,DAL,QB,Kyler Murray,ARI,QB,Mac Jones,NE,QB,Jonathan Taylor,IND,RB,Ke'Shawn Vaughn,TB,RB,Le'Veon Bell,TB,RB,Rhamondre Stevenson,NE,RB,CeeDee Lamb,DAL,WR,Cole Beasley,BUF,WR,Ja'Marr Chase,CIN,WR,Van Jefferson,LAR,WR,Mark Andrews,BAL,TE
Mtmutombo (36),107.12,Aaron Rodgers,GB,QB,Jalen Hurts,PHI,QB,AJ Dillon,GB,RB,Aaron Jones,GB,RB,D'Onta Foreman,TEN,RB,A.J. Green,ARI,WR,Allen Lazard,GB,WR,Christian Kirk,ARI,WR,Davante Adams,GB,WR,Marquez Valdes-Scantling,GB,WR,Josiah Deguara,GB,TE,Tyler Higbee,LAR,TE
redeemedwarriors (44),106.06,Dak Prescott,DAL,QB,D'Onta Foreman,TEN,RB,Derrick Henry,TEN,RB,Ezekiel Elliott,DAL,RB,Tony Pollard,DAL,RB,A.J. Brown,TEN,WR,CeeDee Lamb,DAL,WR,Julio Jones,TEN,WR,Marquez Valdes-Scantling,GB,WR,Nick Westbrook-Ikhine,TEN,WR,Anthony Firkser,TEN,TE,Tyler Higbee,LAR,TE
gudemanjoe,104.92,Aaron Rodgers,GB,QB,Matthew Stafford,LAR,QB,Austin Ekeler,LAC,RB,Cam Akers,LAR,RB,Darrel Williams,KC,RB,Antonio Brown,TB,WR,Davante Adams,GB,WR,DeAndre Hopkins,ARI,WR,Keenan Allen,LAC,WR,Marquez Valdes-Scantling,GB,WR,George Kittle,SF,TE,Hunter Henry,NE,TE
comebackzinc (4),104.38,Aaron Rodgers,GB,QB,Mac Jones,NE,QB,Aaron Jones,GB,RB,Damien Harris,NE,RB,Ezekiel Elliott,DAL,RB,Allen Lazard,GB,WR,Davante Adams,GB,WR,Jakobi Meyers,NE,WR,Marquez Valdes-Scantling,GB,WR,Dalton Schultz,DAL,TE,Hunter Henry,NE,TE,Josiah Deguara,GB,TE
cdecarlo24,103.98,Kyler Murray,ARI,QB,Chase Edmonds,ARI,RB,James Conner,ARI,RB,Jonathan Taylor,IND,RB,A.J. Brown,TEN,WR,Antonio Brown,TB,WR,CeeDee Lamb,DAL,WR,Christian Kirk,ARI,WR,Tee Higgins,CIN,WR,Tyler Boyd,CIN,WR,Dalton Schultz,DAL,TE,Zach Ertz,ARI,TE
kickerpointsff (2),103.8,Aaron Rodgers,GB,QB,Justin Herbert,LAC,QB,Aaron Jones,GB,RB,Damien Harris,NE,RB,Leonard Fournette,TB,RB,Rhamondre Stevenson,NE,RB,Amari Cooper,DAL,WR,Antonio Brown,TB,WR,Keenan Allen,LAC,WR,Marquez Valdes-Scantling,GB,WR,Mike Williams,LAC,WR,Hunter Henry,NE,TE
TheZach10,103.28,Aaron Rodgers,GB,QB,Justin Herbert,LAC,QB,Mac Jones,NE,QB,Austin Ekeler,LAC,RB,Derrick Henry,TEN,RB,Christian Kirk,ARI,WR,Davante Adams,GB,WR,DeVonta Smith,PHI,WR,Jakobi Meyers,NE,WR,Keenan Allen,LAC,WR,Dalton Schultz,DAL,TE,Hunter Henry,NE,TE
Steviebear (7),102.9,Carson Wentz,IND,QB,Justin Herbert,LAC,QB,Austin Ekeler,LAC,RB,James Conner,ARI,RB,Tony Pollard,DAL,RB,Amari Cooper,DAL,WR,CeeDee Lamb,DAL,WR,Keenan Allen,LAC,WR,Mike Evans,TB,WR,Stefon Diggs,BUF,WR,Cameron Brate,TB,TE,Jared Cook,LAC,TE
bricker312 (3),102.4,Aaron Rodgers,GB,QB,Carson Wentz,IND,QB,AJ Dillon,GB,RB,Clyde Edwards-Helaire,KC,RB,Antonio Brown,TB,WR,Marquez Valdes-Scantling,GB,WR,Michael Gallup,DAL,WR,Michael Pittman,IND,WR,Odell Beckham,LAR,WR,Stefon Diggs,BUF,WR,Van Jefferson,LAR,WR,Rob Gronkowski,TB,TE
Rhino19 (6),102.4,Justin Herbert,LAC,QB,Ryan Tannehill,TEN,QB,Aaron Jones,GB,RB,Austin Ekeler,LAC,RB,Derrick Henry,TEN,RB,CeeDee Lamb,DAL,WR,Davante Adams,GB,WR,Julio Jones,TEN,WR,Keenan Allen,LAC,WR,Mike Williams,LAC,WR,Dalton Schultz,DAL,TE,Pat Freiermuth,PIT,TE
pollyo88,101.5,Aaron Rodgers,GB,QB,Justin Herbert,LAC,QB,Austin Ekeler,LAC,RB,Jonathan Taylor,IND,RB,Rhamondre Stevenson,NE,RB,A.J. Brown,TEN,WR,Keenan Allen,LAC,WR,Mecole Hardman,KC,WR,Mike Williams,LAC,WR,Tee Higgins,CIN,WR,George Kittle,SF,TE,Hunter Henry,NE,TE
sophiagrace (7),101.28,Aaron Rodgers,GB,QB,Lamar Jackson,BAL,QB,Austin Ekeler,LAC,RB,Dalvin Cook,MIN,RB,Damien Harris,NE,RB,Ezekiel Elliott,DAL,RB,Justin Jefferson,MIN,WR,Keenan Allen,LAC,WR,Marquise Brown,BAL,WR,Van Jefferson,LAR,WR,Rob Gronkowski,TB,TE,Travis Kelce,KC,TE
Steviebear (4),101.28,Dak Prescott,DAL,QB,Jalen Hurts,PHI,QB,Joe Burrow,CIN,QB,Damien Harris,NE,RB,Ezekiel Elliott,DAL,RB,Jonathan Taylor,IND,RB,Miles Sanders,PHI,RB,CeeDee Lamb,DAL,WR,DeVonta Smith,PHI,WR,Quez Watkins,PHI,WR,Dalton Schultz,DAL,TE,Dawson Knox,BUF,TE
Jdub (12),101.1,Carson Wentz,IND,QB,Ryan Tannehill,TEN,QB,Derrick Henry,TEN,RB,Ezekiel Elliott,DAL,RB,Jonathan Taylor,IND,RB,Ronald Jones,TB,RB,Cyril Grayson,TB,WR,Davante Adams,GB,WR,Julio Jones,TEN,WR,Odell Beckham,LAR,WR,Mark Andrews,BAL,TE,Tyler Higbee,LAR,TE
StoneSourDiesel,100.98,Aaron Rodgers,GB,QB,Carson Wentz,IND,QB,AJ Dillon,GB,RB,Chase Edmonds,ARI,RB,Jonathan Taylor,IND,RB,Allen Lazard,GB,WR,Amari Cooper,DAL,WR,Cedrick Wilson,DAL,WR,Marquez Valdes-Scantling,GB,WR,Michael Pittman,IND,WR,Josiah Deguara,GB,TE,Travis Kelce,KC,TE
WQuine (3),100.46,Carson Wentz,IND,QB,Dak Prescott,DAL,QB,AJ Dillon,GB,RB,Aaron Jones,GB,RB,D'Onta Foreman,TEN,RB,Jonathan Taylor,IND,RB,Cedrick Wilson,DAL,WR,Davante Adams,GB,WR,Marquez Valdes-Scantling,GB,WR,T.Y. Hilton,IND,WR,Dalton Schultz,DAL,TE,Marcedes Lewis,GB,TE
dabrew1417,99.86,Dak Prescott,DAL,QB,Ryan Tannehill,TEN,QB,AJ Dillon,GB,RB,Darrell Henderson,LAR,RB,Jonathan Taylor,IND,RB,Leonard Fournette,TB,RB,Antonio Brown,TB,WR,Cole Beasley,BUF,WR,Keenan Allen,LAC,WR,Marquez Valdes-Scantling,GB,WR,Dalton Schultz,DAL,TE,Jared Cook,LAC,TE
Cpar (3),99.84,Dak Prescott,DAL,QB,Kyler Murray,ARI,QB,Chase Edmonds,ARI,RB,Damien Harris,NE,RB,Darrell Henderson,LAR,RB,Amari Cooper,DAL,WR,Antonio Brown,TB,WR,CeeDee Lamb,DAL,WR,Justin Jefferson,MIN,WR,Keenan Allen,LAC,WR,Marcedes Lewis,GB,TE,Travis Kelce,KC,TE
codyf93 (7),99.56,Aaron Rodgers,GB,QB,Dak Prescott,DAL,QB,Aaron Jones,GB,RB,Alvin Kamara,NO,RB,Allen Lazard,GB,WR,Julio Jones,TEN,WR,Keenan Allen,LAC,WR,Marquez Valdes-Scantling,GB,WR,Mike Williams,LAC,WR,Odell Beckham,LAR,WR,Jared Cook,LAC,TE,Marcedes Lewis,GB,TE
asepulveda5 (13),99.16,Dak Prescott,DAL,QB,Mac Jones,NE,QB,Damien Harris,NE,RB,Ezekiel Elliott,DAL,RB,Tony Pollard,DAL,RB,Amari Cooper,DAL,WR,Cedrick Wilson,DAL,WR,CeeDee Lamb,DAL,WR,Jakobi Meyers,NE,WR,Kendrick Bourne,NE,WR,Dalton Schultz,DAL,TE,Hunter Henry,NE,TE
sophiagrace (27),98.58,Aaron Rodgers,GB,QB,Kyler Murray,ARI,QB,AJ Dillon,GB,RB,Cam Akers,LAR,RB,Jonathan Taylor,IND,RB,Ronald Jones,TB,RB,Allen Lazard,GB,WR,Davante Adams,GB,WR,Jakobi Meyers,NE,WR,Michael Pittman,IND,WR,Dallas Goedert,PHI,TE,Dalton Schultz,DAL,TE
MLBmodel (9),97.78,Kyler Murray,ARI,QB,Ryan Tannehill,TEN,QB,Derrick Henry,TEN,RB,James Conner,ARI,RB,Jonathan Taylor,IND,RB,A.J. Brown,TEN,WR,Christian Kirk,ARI,WR,Marquez Valdes-Scantling,GB,WR,Michael Pittman,IND,WR,Stefon Diggs,BUF,WR,George Kittle,SF,TE,Mark Andrews,BAL,TE
sophiagrace (15),97.5,Aaron Rodgers,GB,QB,Justin Herbert,LAC,QB,AJ Dillon,GB,RB,Aaron Jones,GB,RB,Austin Ekeler,LAC,RB,Damien Harris,NE,RB,Davante Adams,GB,WR,Deebo Samuel,SF,WR,Justin Jefferson,MIN,WR,Marquise Brown,BAL,WR,Marcedes Lewis,GB,TE,Mark Andrews,BAL,TE
Jdub (19),96.42,Aaron Rodgers,GB,QB,Jalen Hurts,PHI,QB,Ezekiel Elliott,DAL,RB,Najee Harris,PIT,RB,Sony Michel,LAR,RB,Allen Lazard,GB,WR,Brandon Aiyuk,SF,WR,CeeDee Lamb,DAL,WR,Julio Jones,TEN,WR,Marquez Valdes-Scantling,GB,WR,Cameron Brate,TB,TE,Rob Gronkowski,TB,TE
zukie70 (4),96,Kirk Cousins,MIN,QB,Ryan Tannehill,TEN,QB,Aaron Jones,GB,RB,Dalvin Cook,MIN,RB,Ezekiel Elliott,DAL,RB,Jonathan Taylor,IND,RB,Cole Beasley,BUF,WR,Ja'Marr Chase,CIN,WR,Justin Jefferson,MIN,WR,Marquez Valdes-Scantling,GB,WR,Hunter Henry,NE,TE,Mark Andrews,BAL,TE
karac14peterson (4),95.2,Aaron Rodgers,GB,QB,Ryan Tannehill,TEN,QB,AJ Dillon,GB,RB,Jonathan Taylor,IND,RB,Rhamondre Stevenson,NE,RB,A.J. Green,ARI,WR,Breshad Perriman,TB,WR,CeeDee Lamb,DAL,WR,Tee Higgins,CIN,WR,Dawson Knox,BUF,TE,Josiah Deguara,GB,TE,Tyler Higbee,LAR,TE
Jdub (6),94.7,Aaron Rodgers,GB,QB,Carson Wentz,IND,QB,Aaron Jones,GB,RB,Ezekiel Elliott,DAL,RB,Allen Lazard,GB,WR,Breshad Perriman,TB,WR,Davante Adams,GB,WR,Hunter Renfrow,LV,WR,Keenan Allen,LAC,WR,Marquez Valdes-Scantling,GB,WR,Hunter Henry,NE,TE,Tyler Higbee,LAR,TE
huck73 (2),94.66,Aaron Rodgers,GB,QB,Dak Prescott,DAL,QB,AJ Dillon,GB,RB,Aaron Jones,GB,RB,Damien Harris,NE,RB,Ezekiel Elliott,DAL,RB,Rhamondre Stevenson,NE,RB,Allen Lazard,GB,WR,Jakobi Meyers,NE,WR,Marquez Valdes-Scantling,GB,WR,Michael Gallup,DAL,WR,Hunter Henry,NE,TE
redeemedwarriors (37),93.8,Aaron Rodgers,GB,QB,Ryan Tannehill,TEN,QB,AJ Dillon,GB,RB,Aaron Jones,GB,RB,Dontrell Hilliard,TEN,RB,A.J. Brown,TEN,WR,Allen Lazard,GB,WR,Julio Jones,TEN,WR,Marquez Valdes-Scantling,GB,WR,Tyler Boyd,CIN,WR,Anthony Firkser,TEN,TE,Josiah Deguara,GB,TE
tutmcgirt (14),93.62,Carson Wentz,IND,QB,Jalen Hurts,PHI,QB,Aaron Jones,GB,RB,Derrick Henry,TEN,RB,Ezekiel Elliott,DAL,RB,Antonio Brown,TB,WR,Davante Adams,GB,WR,Justin Jefferson,MIN,WR,Marquez Valdes-Scantling,GB,WR,Michael Pittman,IND,WR,George Kittle,SF,TE,Hunter Henry,NE,TE
KevinTurcot (3),93.26,Dak Prescott,DAL,QB,Justin Herbert,LAC,QB,Ezekiel Elliott,DAL,RB,Jonathan Taylor,IND,RB,Tony Pollard,DAL,RB,Amari Cooper,DAL,WR,CeeDee Lamb,DAL,WR,Christian Kirk,ARI,WR,Tee Higgins,CIN,WR,Tyler Boyd,CIN,WR,Jared Cook,LAC,TE,Zach Ertz,ARI,TE
Jdub (3),92.6,Kyler Murray,ARI,QB,Tom Brady,TB,QB,AJ Dillon,GB,RB,Ezekiel Elliott,DAL,RB,Najee Harris,PIT,RB,Ronald Jones,TB,RB,Amari Cooper,DAL,WR,Cole Beasley,BUF,WR,Michael Gallup,DAL,WR,Mike Williams,LAC,WR,Stefon Diggs,BUF,WR,Mark Andrews,BAL,TE
fasman247 (6),92.56,Dak Prescott,DAL,QB,Justin Herbert,LAC,QB,Justin Jackson,LAC,RB,Tony Pollard,DAL,RB,Amari Cooper,DAL,WR,Cedrick Wilson,DAL,WR,CeeDee Lamb,DAL,WR,Davante Adams,GB,WR,Michael Gallup,DAL,WR,Mike Williams,LAC,WR,Dalton Schultz,DAL,TE,Jared Cook,LAC,TE
webby775 (3),92.36,Carson Wentz,IND,QB,Dak Prescott,DAL,QB,Kyler Murray,ARI,QB,Chase Edmonds,ARI,RB,Derrick Henry,TEN,RB,Ezekiel Elliott,DAL,RB,James Conner,ARI,RB,Antonio Brown,TB,WR,Brandon Aiyuk,SF,WR,Christian Kirk,ARI,WR,Davante Adams,GB,WR,Zach Ertz,ARI,TE
JJourneay33 (27),91.8,Justin Herbert,LAC,QB,Tom Brady,TB,QB,Austin Ekeler,LAC,RB,Jonathan Taylor,IND,RB,Leonard Fournette,TB,RB,Breshad Perriman,TB,WR,Cyril Grayson,TB,WR,Keenan Allen,LAC,WR,Michael Pittman,IND,WR,Mike Williams,LAC,WR,T.Y. Hilton,IND,WR,Rob Gronkowski,TB,TE
NFLMovingAvg (19),91.46,Dak Prescott,DAL,QB,Derek Carr,LV,QB,Jalen Hurts,PHI,QB,Ezekiel Elliott,DAL,RB,Tony Pollard,DAL,RB,Amari Cooper,DAL,WR,Cedrick Wilson,DAL,WR,CeeDee Lamb,DAL,WR,Hunter Renfrow,LV,WR,Zay Jones,LV,WR,Dalton Schultz,DAL,TE,Darren Waller,LV,TE
theconsultant (24),90.98,Aaron Rodgers,GB,QB,Kyler Murray,ARI,QB,Chase Edmonds,ARI,RB,Clyde Edwards-Helaire,KC,RB,Derrick Henry,TEN,RB,A.J. Green,ARI,WR,Christian Kirk,ARI,WR,Davante Adams,GB,WR,Julio Jones,TEN,WR,Marquez Valdes-Scantling,GB,WR,Mecole Hardman,KC,WR,Anthony Firkser,TEN,TE
