Team,POS,Name,TEAM,Round,Pick,ADP,Value,Draft Start,Cumulative Val
91,W/T,Amon-Ra St. Brown,DET,3,10,11.7,-1.7,4/19/2022,11.2
91,QB,Justin Fields,CHI,4,15,9,6,4/19/2022,11.2
91,W/T,Drake London,,5,18,19.3,-1.3,4/19/2022,11.2
91,W/T,Treylon Burks,,6,23,23.1,-0.1,4/19/2022,11.2
91,W/T,Rondale Moore,AZ,7,26,24.8,1.2,4/19/2022,11.2
91,RB,Rhamondre Stevenson,NE,8,31,27.7,3.3,4/19/2022,11.2
91,W/T,Pat Freiermuth,PIT,9,34,31.7,2.3,4/19/2022,11.2
91,W/T,Joshua Palmer,LAC,10,39,39.3,-0.3,4/19/2022,11.2
91,RB,Zamir White,,11,42,42,0,4/19/2022,11.2
91,W/T,Jalen Tolbert,,12,47,47,0,4/19/2022,11.2
92,RB,Javonte Williams,DEN,1,3,2.5,0.5,4/19/2022,12
92,RB,Breece Hall,,2,6,8.3,-2.3,4/19/2022,12
92,W/T,Elijah Moore,NYJ,3,11,11.3,-0.3,4/19/2022,12
92,W/T,Devonta Smith,PHI,4,14,14,0,4/19/2022,12
92,RB,Travis Etienne,JAX,5,19,12.9,6.1,4/19/2022,12
92,W/T,Treylon Burks,,6,22,23.1,-1.1,4/19/2022,12
92,QB,Davis Mills,HOU,7,27,21.5,5.5,4/19/2022,12
92,QB,Malik Willis,,8,30,29.4,0.6,4/19/2022,12
92,W/T,Jahan Dotson,,9,35,33.3,1.7,4/19/2022,12
92,W/T,Joshua Palmer,LAC,10,38,39.3,-1.3,4/19/2022,12
92,QB,Kenny Pickett,,11,43,39,4,4/19/2022,12
92,W/T,Terrace Marshall,CAR,12,46,47.4,-1.4,4/19/2022,12
93,W/T,Jamar Chase,CIN,1,1,1.1,-0.1,4/19/2022,8.1
93,W/T,Kyle Pitts,ATL,2,8,9.3,-1.3,4/19/2022,8.1
93,W/T,Elijah Moore,NYJ,3,9,11.3,-2.3,4/19/2022,8.1
93,QB,Zach Wilson,NYJ,4,16,11.3,4.7,4/19/2022,8.1
93,W/T,Drake London,,5,17,19.3,-2.3,4/19/2022,8.1
93,W/T,Rondale Moore,AZ,6,24,24.8,-0.8,4/19/2022,8.1
93,W/T,Chris Olave,,7,25,25.8,-0.8,4/19/2022,8.1
93,RB,Rhamondre Stevenson,NE,8,32,27.7,4.3,4/19/2022,8.1
93,RB,Isaiah Spiller,,9,33,34,-1,4/19/2022,8.1
93,QB,Kenny Pickett,,10,40,39,1,4/19/2022,8.1
93,RB,Khalil Herbert,CHI,11,41,40.3,0.7,4/19/2022,8.1
93,RB,Kenneth Gainwell,PHI,12,48,42,6,4/19/2022,8.1
94,RB,Javonte Williams,DEN,1,3,2.5,0.5,4/19/2022,20.6
94,QB,Trey Lance,SF,2,6,4.7,1.3,4/19/2022,20.6
94,W/T,Amon-Ra St. Brown,DET,3,11,11.7,-0.7,4/19/2022,20.6
94,QB,Zach Wilson,NYJ,4,14,11.3,2.7,4/19/2022,20.6
94,W/T,Kadarius Toney,NYG,5,19,20.1,-1.1,4/19/2022,20.6
94,RB,Michael Carter,NYJ,6,22,18.6,3.4,4/19/2022,20.6
94,W/T,Rashod Bateman,BAL,7,27,25.6,1.4,4/19/2022,20.6
94,W/T,Rondale Moore,AZ,8,30,24.8,5.2,4/19/2022,20.6
94,W/T,Jahan Dotson,,9,35,33.3,1.7,4/19/2022,20.6
94,W/T,Pat Freiermuth,PIT,10,38,31.7,6.3,4/19/2022,20.6
94,RB,Trey Sermon,SF,11,43,43,0,4/19/2022,20.6
94,W/T,Khalil Shakir,,12,46,46.1,-0.1,4/19/2022,20.6
95,RB,Najee Harris,PIT,1,3,2.8,0.2,4/19/2022,10.3
95,W/T,Jaylen Waddle,MIA,2,6,5.7,0.3,4/19/2022,10.3
95,W/T,Amon-Ra St. Brown,DET,3,11,11.7,-0.7,4/19/2022,10.3
95,W/T,Devonta Smith,PHI,4,14,14,0,4/19/2022,10.3
95,W/T,Treylon Burks,,5,19,23.1,-4.1,4/19/2022,10.3
95,QB,Mac Jones,NE,6,22,13.2,8.8,4/19/2022,10.3
95,W/T,Chris Olave,,7,27,25.8,1.2,4/19/2022,10.3
95,RB,Rhamondre Stevenson,NE,8,30,27.7,2.3,4/19/2022,10.3
95,W/T,Pat Freiermuth,PIT,9,35,31.7,3.3,4/19/2022,10.3
95,QB,Kenny Pickett,,10,38,39,-1,4/19/2022,10.3
95,QB,Desmond Ridder,,11,43,43,0,4/19/2022,10.3
95,RB,James Cook,,12,46,46,0,4/19/2022,10.3
96,RB,Javonte Williams,DEN,1,3,2.5,0.5,4/19/2022,37.7
96,W/T,Jaylen Waddle,MIA,2,6,5.7,0.3,4/19/2022,37.7
96,W/T,Kyle Pitts,ATL,3,11,9.3,1.7,4/19/2022,37.7
96,W/T,Amon-Ra St. Brown,DET,4,14,11.7,2.3,4/19/2022,37.7
96,W/T,Garrett Wilson,,5,19,17.5,1.5,4/19/2022,37.7
96,QB,Mac Jones,NE,6,22,13.2,8.8,4/19/2022,37.7
96,RB,Kenneth Walker,,7,27,21.6,5.4,4/19/2022,37.7
96,QB,Malik Willis,,8,30,29.4,0.6,4/19/2022,37.7
96,W/T,Rashod Bateman,BAL,9,35,25.6,9.4,4/19/2022,37.7
96,RB,Isaiah Spiller,,10,38,34.8,3.2,4/19/2022,37.7
96,W/T,Joshua Palmer,LAC,11,43,39.3,3.7,4/19/2022,37.7
96,QB,Matt Corral,,12,46,45.7,0.3,4/19/2022,37.7
97,QB,Trey Lance,SF,1,4,4.7,-0.7,4/19/2022,-3.6
97,W/T,Jaylen Waddle,MIA,2,5,5.7,-0.7,4/19/2022,-3.6
97,W/T,Amon-Ra St. Brown,DET,3,12,11.7,0.3,4/19/2022,-3.6
97,RB,Travis Etienne,JAX,4,13,12.9,0.1,4/19/2022,-3.6
97,W/T,Drake London,,5,20,19.3,0.7,4/19/2022,-3.6
97,W/T,Kadarius Toney,NYG,6,21,20.1,0.9,4/19/2022,-3.6
97,W/T,Skyy Moore,,7,28,30.7,-2.7,4/19/2022,-3.6
97,W/T,George Pickens,,8,29,28.1,0.9,4/19/2022,-3.6
97,RB,Khalil Herbert,CHI,9,36,40.3,-4.3,4/19/2022,-3.6
97,QB,Kenny Pickett,,10,37,39,-2,4/19/2022,-3.6
97,QB,Matt Corral,,11,44,43.1,0.9,4/19/2022,-3.6
97,RB,Trey Sermon,SF,12,45,42,3,4/19/2022,-3.6
98,RB,Najee Harris,PIT,1,2,2.8,-0.8,4/19/2022,-4.5
98,RB,Breece Hall,,2,7,8.3,-1.3,4/19/2022,-4.5
98,W/T,Kyle Pitts,ATL,3,10,9.3,0.7,4/19/2022,-4.5
98,W/T,Devonta Smith,PHI,4,15,14,1,4/19/2022,-4.5
98,QB,Davis Mills,HOU,5,18,21.5,-3.5,4/19/2022,-4.5
98,W/T,Rashod Bateman,BAL,6,23,22.6,0.4,4/19/2022,-4.5
98,W/T,Chris Olave,,7,26,25.8,0.2,4/19/2022,-4.5
98,W/T,George Pickens,,8,31,29.9,1.1,4/19/2022,-4.5
98,W/T,Nico Collins,HOU,9,34,36.3,-2.3,4/19/2022,-4.5
98,QB,Desmond Ridder,,10,39,39,0,4/19/2022,-4.5
98,QB,Matt Corral,,11,42,42,0,4/19/2022,-4.5
98,W/T,Calvin Austin,,12,47,47,0,4/19/2022,-4.5
99,RB,Najee Harris,PIT,1,3,2.8,0.2,4/19/2022,13.8
99,W/T,Jaylen Waddle,MIA,2,6,5.7,0.3,4/19/2022,13.8
99,W/T,Kyle Pitts,ATL,3,11,9.3,1.7,4/19/2022,13.8
99,W/T,Elijah Moore,NYJ,4,14,11.3,2.7,4/19/2022,13.8
99,W/T,Amon-Ra St. Brown,DET,5,19,11.7,7.3,4/19/2022,13.8
99,QB,Davis Mills,HOU,6,22,21.5,0.5,4/19/2022,13.8
99,W/T,Rondale Moore,AZ,7,27,24.8,2.2,4/19/2022,13.8
99,W/T,Rashod Bateman,BAL,8,30,25.6,4.4,4/19/2022,13.8
99,QB,Kenny Pickett,,9,35,39,-4,4/19/2022,13.8
99,RB,Brian Robinson Jr.,,10,38,40.1,-2.1,4/19/2022,13.8
99,QB,Desmond Ridder,,11,43,42.4,0.6,4/19/2022,13.8
99,RB,Trey Sermon,SF,12,46,46,0,4/19/2022,13.8
100,RB,Javonte Williams,DEN,1,3,2.5,0.5,4/19/2022,10.5
100,QB,Trevor Lawrence,JAX,2,6,6.6,-0.6,4/19/2022,10.5
100,W/T,Elijah Moore,NYJ,3,11,11.3,-0.3,4/19/2022,10.5
100,RB,Travis Etienne,JAX,4,14,12.9,1.1,4/19/2022,10.5
100,W/T,Devonta Smith,PHI,5,19,14,5,4/19/2022,10.5
100,W/T,Treylon Burks,,6,22,23.1,-1.1,4/19/2022,10.5
100,W/T,Chris Olave,,7,27,25.8,1.2,4/19/2022,10.5
100,W/T,Rashod Bateman,BAL,8,30,25.6,4.4,4/19/2022,10.5
100,W/T,Jahan Dotson,,9,35,33.3,1.7,4/19/2022,10.5
100,QB,Kenny Pickett,,10,38,39,-1,4/19/2022,10.5
100,QB,Desmond Ridder,,11,43,43.4,-0.4,4/19/2022,10.5
100,W/T,Dyami Brown,WAS,12,46,46,0,4/19/2022,10.5
101,RB,Javonte Williams,DEN,1,2,2.5,-0.5,4/19/2022,18
101,W/T,Jaylen Waddle,MIA,2,7,5.7,1.3,4/19/2022,18
101,W/T,Kyle Pitts,ATL,3,10,9.3,0.7,4/19/2022,18
101,RB,Breece Hall,,4,15,8.3,6.7,4/19/2022,18
101,QB,Mac Jones,NE,5,18,13.2,4.8,4/19/2022,18
101,W/T,Treylon Burks,,6,23,23.1,-0.1,4/19/2022,18
101,W/T,Jameson Williams,,7,26,27,-1,4/19/2022,18
101,W/T,George Pickens,,8,31,29.9,1.1,4/19/2022,18
101,W/T,Jahan Dotson,,9,34,33.3,0.7,4/19/2022,18
101,W/T,Joshua Palmer,LAC,10,39,39.3,-0.3,4/19/2022,18
101,QB,Kenny Pickett,,11,42,39,3,4/19/2022,18
101,QB,Desmond Ridder,,12,47,45.4,1.6,4/19/2022,18
102,QB,Trey Lance,SF,1,4,4.8,-0.8,4/20/2022,12.3
102,W/T,Jaylen Waddle,MIA,2,5,5.2,-0.2,4/20/2022,12.3
102,W/T,Elijah Moore,NYJ,3,12,10.8,1.2,4/20/2022,12.3
102,QB,Zach Wilson,NYJ,4,13,11.9,1.1,4/20/2022,12.3
102,W/T,Garrett Wilson,,5,20,17.1,2.9,4/20/2022,12.3
102,RB,Michael Carter,NYJ,6,21,18.8,2.2,4/20/2022,12.3
102,W/T,Rashod Bateman,BAL,7,28,25.9,2.1,4/20/2022,12.3
102,W/T,George Pickens,,8,29,29.7,-0.7,4/20/2022,12.3
102,RB,Isaiah Spiller,,9,36,33.7,2.3,4/20/2022,12.3
102,W/T,Christian Watson,,10,37,36,1,4/20/2022,12.3
102,RB,Trey Sermon,SF,11,44,44.5,-0.5,4/20/2022,12.3
102,RB,Brian Robinson Jr.,,12,45,43.3,1.7,4/20/2022,12.3
103,RB,Javonte Williams,DEN,1,3,2.5,0.5,4/20/2022,12.9
103,W/T,Jaylen Waddle,MIA,2,6,5.2,0.8,4/20/2022,12.9
103,W/T,Amon-Ra St. Brown,DET,3,11,12,-1,4/20/2022,12.9
103,QB,Zach Wilson,NYJ,4,14,11.9,2.1,4/20/2022,12.9
103,RB,Michael Carter,NYJ,5,19,18.8,0.2,4/20/2022,12.9
103,W/T,Treylon Burks,,6,22,22.5,-0.5,4/20/2022,12.9
103,W/T,Rondale Moore,AZ,7,27,25.4,1.6,4/20/2022,12.9
103,W/T,George Pickens,,8,30,29.7,0.3,4/20/2022,12.9
103,RB,Rhamondre Stevenson,NE,9,35,28.2,6.8,4/20/2022,12.9
103,W/T,Nico Collins,HOU,10,38,36.1,1.9,4/20/2022,12.9
103,QB,Desmond Ridder,,11,43,43.4,-0.4,4/20/2022,12.9
103,QB,Matt Corral,,12,46,45.4,0.6,4/20/2022,12.9
104,W/T,Jamar Chase,CIN,1,1,1.1,-0.1,4/20/2022,14.2
104,W/T,Kyle Pitts,ATL,2,8,8.8,-0.8,4/20/2022,14.2
104,W/T,Elijah Moore,NYJ,3,9,10.8,-1.8,4/20/2022,14.2
104,QB,Zach Wilson,NYJ,4,16,11.9,4.1,4/20/2022,14.2
104,W/T,Drake London,,5,17,18.6,-1.6,4/20/2022,14.2
104,RB,Michael Carter,NYJ,6,24,18.8,5.2,4/20/2022,14.2
104,QB,Mac Jones,NE,7,25,14.5,10.5,4/20/2022,14.2
104,W/T,Jahan Dotson,,8,32,32.8,-0.8,4/20/2022,14.2
104,W/T,Christian Watson,,9,33,36,-3,4/20/2022,14.2
104,RB,Khalil Herbert,CHI,10,40,40,0,4/20/2022,14.2
104,RB,Kenneth Gainwell,PHI,11,41,41,0,4/20/2022,14.2
104,RB,Trey Sermon,SF,12,48,45.5,2.5,4/20/2022,14.2
105,RB,Javonte Williams,DEN,1,2,2.5,-0.5,4/20/2022,10.9
105,QB,Trey Lance,SF,2,7,4.8,2.2,4/20/2022,10.9
105,RB,Breece Hall,,3,10,7.6,2.4,4/20/2022,10.9
105,QB,Trevor Lawrence,JAX,4,15,7,8,4/20/2022,10.9
105,W/T,Kadarius Toney,NYG,5,18,19.9,-1.9,4/20/2022,10.9
105,W/T,Drake London,,6,23,18.6,4.4,4/20/2022,10.9
105,W/T,Rondale Moore,AZ,7,26,25.4,0.6,4/20/2022,10.9
105,W/T,Jahan Dotson,,8,31,32.8,-1.8,4/20/2022,10.9
105,W/T,Nico Collins,HOU,9,34,36.1,-2.1,4/20/2022,10.9
105,W/T,Joshua Palmer,LAC,10,39,39.4,-0.4,4/20/2022,10.9
105,W/T,Dyami Brown,WAS,11,42,42,0,4/20/2022,10.9
105,W/T,Calvin Austin,,12,47,47,0,4/20/2022,10.9
106,QB,Trey Lance,SF,1,4,4.8,-0.8,4/20/2022,2.7
106,W/T,Jaylen Waddle,MIA,2,5,5.2,-0.2,4/20/2022,2.7
106,W/T,Amon-Ra St. Brown,DET,3,12,12,0,4/20/2022,2.7
106,W/T,Devonta Smith,PHI,4,13,13.6,-0.6,4/20/2022,2.7
106,QB,Mac Jones,NE,5,20,14.5,5.5,4/20/2022,2.7
106,W/T,Treylon Burks,,6,21,22.5,-1.5,4/20/2022,2.7
106,W/T,Rondale Moore,AZ,7,28,25.4,2.6,4/20/2022,2.7
106,RB,Rhamondre Stevenson,NE,8,29,28.2,0.8,4/20/2022,2.7
106,RB,Kenneth Gainwell,PHI,9,36,36,0,4/20/2022,2.7
106,RB,Trey Sermon,SF,10,37,40.1,-3.1,4/20/2022,2.7
106,RB,James Cook,,11,44,44,0,4/20/2022,2.7
106,W/T,Khalil Shakir,,12,45,45,0,4/20/2022,2.7
107,W/T,Jamar Chase,CIN,1,2,1.1,0.9,4/20/2022,15.8
107,W/T,Kyle Pitts,ATL,2,7,8.8,-1.8,4/20/2022,15.8
107,W/T,Elijah Moore,NYJ,3,10,10.8,-0.8,4/20/2022,15.8
107,W/T,Devonta Smith,PHI,4,15,13.6,1.4,4/20/2022,15.8
107,QB,Zach Wilson,NYJ,5,18,11.9,6.1,4/20/2022,15.8
107,W/T,Drake London,,6,23,18.6,4.4,4/20/2022,15.8
107,RB,Kenneth Walker,,7,26,21.8,4.2,4/20/2022,15.8
107,W/T,Jahan Dotson,,8,31,32.8,-1.8,4/20/2022,15.8
107,RB,Isaiah Spiller,,9,34,33.7,0.3,4/20/2022,15.8
107,RB,Khalil Herbert,CHI,10,39,39,0,4/20/2022,15.8
107,QB,Kenny Pickett,,11,42,39.1,2.9,4/20/2022,15.8
107,RB,James Cook,,12,47,47,0,4/20/2022,15.8
108,W/T,Jamar Chase,CIN,1,1,1.1,-0.1,4/20/2022,-12.7
108,W/T,Kyle Pitts,ATL,2,8,8.8,-0.8,4/20/2022,-12.7
108,W/T,Amon-Ra St. Brown,DET,3,9,12,-3,4/20/2022,-12.7
108,W/T,Kadarius Toney,NYG,4,16,18.6,-2.6,4/20/2022,-12.7
108,W/T,Drake London,,5,17,19.9,-2.9,4/20/2022,-12.7
108,QB,Davis Mills,HOU,6,24,23,1,4/20/2022,-12.7
108,QB,Malik Willis,,7,25,28.8,-3.8,4/20/2022,-12.7
108,RB,Isaiah Spiller,,8,32,33.7,-1.7,4/20/2022,-12.7
108,W/T,Jahan Dotson,,9,33,32.8,0.2,4/20/2022,-12.7
108,RB,Kenneth Gainwell,PHI,10,40,40,0,4/20/2022,-12.7
108,RB,Khalil Herbert,CHI,11,41,41,0,4/20/2022,-12.7
108,RB,James Cook,,12,48,47,1,4/20/2022,-12.7
109,QB,Trey Lance,SF,1,4,4.8,-0.8,4/20/2022,6
109,W/T,Jaylen Waddle,MIA,2,5,5.2,-0.2,4/20/2022,6
109,QB,Trevor Lawrence,JAX,3,12,7,5,4/20/2022,6
109,RB,Travis Etienne,JAX,4,13,13,0,4/20/2022,6
109,W/T,Kadarius Toney,NYG,5,20,19.9,0.1,4/20/2022,6
109,W/T,Treylon Burks,,6,21,22.5,-1.5,4/20/2022,6
109,W/T,George Pickens,,7,28,28.7,-0.7,4/20/2022,6
109,W/T,Jahan Dotson,,8,29,29.7,-0.7,4/20/2022,6
109,W/T,Joshua Palmer,LAC,9,36,39.4,-3.4,4/20/2022,6
109,QB,Malik Willis,,10,37,28.8,8.2,4/20/2022,6
109,RB,Trey Sermon,SF,11,44,44,0,4/20/2022,6
109,RB,Zamir White,,12,45,45,0,4/20/2022,6
110,RB,Najee Harris,PIT,1,2,2.8,-0.8,4/20/2022,0.7
110,W/T,Kyle Pitts,ATL,2,7,8.8,-1.8,4/20/2022,0.7
110,W/T,Elijah Moore,NYJ,3,10,10.8,-0.8,4/20/2022,0.7
110,QB,Zach Wilson,NYJ,4,15,11.9,3.1,4/20/2022,0.7
110,W/T,Drake London,,5,18,18.6,-0.6,4/20/2022,0.7
110,W/T,Rashod Bateman,BAL,6,23,25.9,-2.9,4/20/2022,0.7
110,W/T,Jameson Williams,,7,26,26.2,-0.2,4/20/2022,0.7
110,RB,Rhamondre Stevenson,NE,8,31,28.2,2.8,4/20/2022,0.7
110,W/T,Pat Freiermuth,PIT,9,34,32.1,1.9,4/20/2022,0.7
110,RB,Kenneth Gainwell,PHI,10,39,39,0,4/20/2022,0.7
110,QB,Desmond Ridder,,11,42,42,0,4/20/2022,0.7
110,QB,Matt Corral,,12,47,47,0,4/20/2022,0.7
111,RB,Najee Harris,PIT,1,3,2.9,0.1,4/20/2022,6.7
111,QB,Trey Lance,SF,2,6,4.8,1.2,4/20/2022,6.7
111,W/T,Kyle Pitts,ATL,3,11,8.8,2.2,4/20/2022,6.7
111,RB,Travis Etienne,JAX,4,14,13,1,4/20/2022,6.7
111,W/T,Kadarius Toney,NYG,5,19,19.9,-0.9,4/20/2022,6.7
111,W/T,Treylon Burks,,6,22,22.5,-0.5,4/20/2022,6.7
111,W/T,Rondale Moore,AZ,7,27,25.4,1.6,4/20/2022,6.7
111,W/T,Jahan Dotson,,8,30,32.8,-2.8,4/20/2022,6.7
111,W/T,Christian Watson,,9,35,36,-1,4/20/2022,6.7
111,W/T,Nico Collins,HOU,10,38,36.1,1.9,4/20/2022,6.7
111,QB,Kenny Pickett,,11,43,39.1,3.9,4/20/2022,6.7
111,W/T,Terrace Marshall,CAR,12,46,46,0,4/20/2022,6.7
112,RB,Javonte Williams,DEN,1,2,2.5,-0.5,4/20/2022,16.1
112,QB,Trey Lance,SF,2,7,4.8,2.2,4/20/2022,16.1
112,W/T,Kyle Pitts,ATL,3,10,8.8,1.2,4/20/2022,16.1
112,W/T,Amon-Ra St. Brown,DET,4,15,12,3,4/20/2022,16.1
112,RB,Michael Carter,NYJ,5,18,18.8,-0.8,4/20/2022,16.1
112,W/T,Treylon Burks,,6,23,22.5,0.5,4/20/2022,16.1
112,W/T,Rashod Bateman,BAL,7,26,25.9,0.1,4/20/2022,16.1
112,W/T,George Pickens,,8,31,29.9,1.1,4/20/2022,16.1
112,W/T,Jahan Dotson,,9,34,32.8,1.2,4/20/2022,16.1
112,W/T,Nico Collins,HOU,10,39,36.1,2.9,4/20/2022,16.1
112,W/T,Joshua Palmer,LAC,11,42,39.4,2.6,4/20/2022,16.1
112,QB,Desmond Ridder,,12,47,44.4,2.6,4/20/2022,16.1
113,W/T,Jaylen Waddle,MIA,1,4,5.2,-1.2,4/20/2022,9.5
113,RB,Breece Hall,,2,5,7.6,-2.6,4/20/2022,9.5
113,QB,Justin Fields,CHI,3,12,9.4,2.6,4/20/2022,9.5
113,W/T,Devonta Smith,PHI,4,13,13.6,-0.6,4/20/2022,9.5
113,QB,Mac Jones,NE,5,20,14.5,5.5,4/20/2022,9.5
113,W/T,Kadarius Toney,NYG,6,21,19.9,1.1,4/20/2022,9.5
113,W/T,Chris Olave,,7,28,25.2,2.8,4/20/2022,9.5
113,W/T,Rondale Moore,AZ,8,29,25.4,3.6,4/20/2022,9.5
113,RB,Isaiah Spiller,,9,36,33.7,2.3,4/20/2022,9.5
113,RB,Khalil Herbert,CHI,10,37,41,-4,4/20/2022,9.5
113,W/T,Jalen Tolbert,,11,44,44,0,4/20/2022,9.5
113,RB,James Cook,,12,45,45,0,4/20/2022,9.5
114,RB,Javonte Williams,DEN,1,3,2.5,0.5,4/20/2022,9.4
114,W/T,Kyle Pitts,ATL,2,6,8.8,-2.8,4/20/2022,9.4
114,RB,Breece Hall,,3,11,7.6,3.4,4/20/2022,9.4
114,W/T,Devonta Smith,PHI,4,14,13.6,0.4,4/20/2022,9.4
114,W/T,Treylon Burks,,5,19,22.5,-3.5,4/20/2022,9.4
114,QB,Zach Wilson,NYJ,6,22,11.9,10.1,4/20/2022,9.4
114,W/T,Rashod Bateman,BAL,7,27,25.9,1.1,4/20/2022,9.4
114,W/T,Skyy Moore,,8,30,31,-1,4/20/2022,9.4
114,W/T,Jahan Dotson,,9,35,32.8,2.2,4/20/2022,9.4
114,W/T,Joshua Palmer,LAC,10,38,39,-1,4/20/2022,9.4
114,QB,Desmond Ridder,,11,43,43,0,4/20/2022,9.4
114,QB,Sam Howell,,12,46,46,0,4/20/2022,9.4
115,RB,Najee Harris,PIT,1,2,2.9,-0.9,4/20/2022,-0.2
115,W/T,Elijah Moore,NYJ,2,7,10.8,-3.8,4/20/2022,-0.2
115,W/T,Kyle Pitts,ATL,3,10,8.8,1.2,4/20/2022,-0.2
115,RB,Elijah Mitchell,SF,4,15,15.8,-0.8,4/20/2022,-0.2
115,W/T,Drake London,,5,18,18.6,-0.6,4/20/2022,-0.2
115,W/T,Treylon Burks,,6,23,22.5,0.5,4/20/2022,-0.2
115,W/T,Rashod Bateman,BAL,7,26,25.9,0.1,4/20/2022,-0.2
115,W/T,George Pickens,,8,31,29.7,1.3,4/20/2022,-0.2
115,W/T,Jahan Dotson,,9,34,32.8,1.2,4/20/2022,-0.2
115,QB,Kenny Pickett,,10,39,39,0,4/20/2022,-0.2
115,QB,Desmond Ridder,,11,42,42,0,4/20/2022,-0.2
115,QB,Matt Corral,,12,47,45.4,1.6,4/20/2022,-0.2
116,RB,Najee Harris,PIT,1,3,2.9,0.1,4/20/2022,13.3
116,W/T,Jaylen Waddle,MIA,2,6,5.2,0.8,4/20/2022,13.3
116,W/T,Elijah Moore,NYJ,3,11,10.8,0.2,4/20/2022,13.3
116,RB,Elijah Mitchell,SF,4,14,15.8,-1.8,4/20/2022,13.3
116,W/T,Drake London,,5,19,18.6,0.4,4/20/2022,13.3
116,W/T,Treylon Burks,,6,22,22.5,-0.5,4/20/2022,13.3
116,W/T,Jameson Williams,,7,27,26.2,0.8,4/20/2022,13.3
116,QB,Mac Jones,NE,8,30,14.5,15.5,4/20/2022,13.3
116,W/T,Nico Collins,HOU,9,35,36.1,-1.1,4/20/2022,13.3
116,QB,Kenny Pickett,,10,38,39.1,-1.1,4/20/2022,13.3
116,RB,Dameon Pierce,,11,43,43,0,4/20/2022,13.3
116,QB,Desmond Ridder,,12,46,46,0,4/20/2022,13.3
117,RB,Najee Harris,PIT,1,2,2.9,-0.9,4/20/2022,15.7
117,RB,Breece Hall,,2,7,7.6,-0.6,4/20/2022,15.7
117,W/T,Elijah Moore,NYJ,3,10,10.8,-0.8,4/20/2022,15.7
117,QB,Trevor Lawrence,JAX,4,15,7,8,4/20/2022,15.7
117,W/T,Garrett Wilson,,5,18,17.1,0.9,4/20/2022,15.7
117,W/T,Kadarius Toney,NYG,6,23,19.9,3.1,4/20/2022,15.7
117,W/T,Rondale Moore,AZ,7,26,25.4,0.6,4/20/2022,15.7
117,W/T,George Pickens,,8,31,29.7,1.3,4/20/2022,15.7
117,W/T,Jahan Dotson,,9,34,32.8,1.2,4/20/2022,15.7
117,W/T,Nico Collins,HOU,10,39,36.1,2.9,4/20/2022,15.7
117,QB,Desmond Ridder,,11,42,42,0,4/20/2022,15.7
117,QB,Matt Corral,,12,47,47,0,4/20/2022,15.7
118,W/T,Jaylen Waddle,MIA,1,4,5.2,-1.2,4/20/2022,7.1
118,RB,Breece Hall,,2,5,7.6,-2.6,4/20/2022,7.1
118,RB,Travis Etienne,JAX,3,12,13,-1,4/20/2022,7.1
118,W/T,Amon-Ra St. Brown,DET,4,13,12,1,4/20/2022,7.1
118,W/T,Drake London,,5,20,19.9,0.1,4/20/2022,7.1
118,W/T,Kadarius Toney,NYG,6,21,18.6,2.4,4/20/2022,7.1
118,QB,Davis Mills,HOU,7,28,23,5,4/20/2022,7.1
118,QB,Malik Willis,,8,29,28.8,0.2,4/20/2022,7.1
118,RB,Isaiah Spiller,,9,36,33.7,2.3,4/20/2022,7.1
118,W/T,Nico Collins,HOU,10,37,36.1,0.9,4/20/2022,7.1
118,QB,Matt Corral,,11,44,44,0,4/20/2022,7.1
118,W/T,Calvin Austin,,12,45,45,0,4/20/2022,7.1
119,QB,Trey Lance,SF,1,4,4.8,-0.8,4/20/2022,34.1
119,W/T,Jaylen Waddle,MIA,2,5,5.2,-0.2,4/20/2022,34.1
119,W/T,Amon-Ra St. Brown,DET,3,12,12,0,4/20/2022,34.1
119,QB,Trevor Lawrence,JAX,4,13,7,6,4/20/2022,34.1
119,W/T,Garrett Wilson,,5,20,17.1,2.9,4/20/2022,34.1
119,W/T,Kadarius Toney,NYG,6,21,19.9,1.1,4/20/2022,34.1
119,RB,Michael Carter,NYJ,7,28,18.8,9.2,4/20/2022,34.1
119,W/T,Rondale Moore,AZ,8,29,25.4,3.6,4/20/2022,34.1
119,W/T,George Pickens,,9,36,29.7,6.3,4/20/2022,34.1
119,W/T,Jahan Dotson,,10,37,32.8,4.2,4/20/2022,34.1
119,RB,Kenneth Gainwell,PHI,11,44,41.7,2.3,4/20/2022,34.1
119,RB,Trey Sermon,SF,12,45,45.5,-0.5,4/20/2022,34.1
120,QB,Trey Lance,SF,1,4,4.8,-0.8,4/21/2022,4.9
120,W/T,Jaylen Waddle,MIA,2,5,5.2,-0.2,4/21/2022,4.9
120,RB,Travis Etienne,JAX,3,12,13,-1,4/21/2022,4.9
120,W/T,Devonta Smith,PHI,4,13,13.6,-0.6,4/21/2022,4.9
120,W/T,Treylon Burks,,5,20,22.5,-2.5,4/21/2022,4.9
120,QB,Mac Jones,NE,6,21,14.5,6.5,4/21/2022,4.9
120,W/T,Chris Olave,,7,28,25.2,2.8,4/21/2022,4.9
120,RB,Rhamondre Stevenson,NE,8,29,28.2,0.8,4/21/2022,4.9
120,W/T,Christian Watson,,9,36,36,0,4/21/2022,4.9
120,W/T,Joshua Palmer,LAC,10,37,39.4,-2.4,4/21/2022,4.9
120,RB,Kenneth Gainwell,PHI,11,44,41.7,2.3,4/21/2022,4.9
