Team,POS,Name,TEAM,Round,Pick,ADP,Value,Draft Start,Cumulative Val
87,QB,Trey Lance,SF,2,5,4.7,0.3,4/19/2022,5.2
87,W/T,Amon-Ra St. Brown,DET,3,12,11.7,0.3,4/19/2022,5.2
87,W/T,Devonta Smith,PHI,4,13,14,-1,4/19/2022,5.2
87,W/T,Kadarius Toney,NYG,5,20,20.1,-0.1,4/19/2022,5.2
87,W/T,Garrett Wilson,,6,21,17.5,3.5,4/19/2022,5.2
87,W/T,Rondale Moore,AZ,7,28,24.8,3.2,4/19/2022,5.2
87,QB,Malik Willis,,8,29,29.4,-0.4,4/19/2022,5.2
87,W/T,Christian Watson,,9,36,35.7,0.3,4/19/2022,5.2
87,QB,Kenny Pickett,,10,37,39,-2,4/19/2022,5.2
87,RB,Trey Sermon,SF,11,44,46,-2,4/19/2022,5.2
87,RB,Brian Robinson Jr.,,12,45,43.1,1.9,4/19/2022,5.2
