ID,NAME,POS,FPTS/G,FPTS,PPGOR
6739,Alex Smith,QB,14.7,147,-7.412
16127,Isaiah Crowell,RB,11.3,146.7,-3.5975
19822,Kerryon Johnson,RB,14.6,146.4,-0.2975
13460,Doug Baldwin,WR,11.1,144.8,-2.672131148
14587,Josh Gordon O,WR,12.1,144.7,-1.672131148
18876,David Njoku,TE,9,143.9,-3.057142857
17048,Tyrell Williams,WR,9,143.8,-4.772131148
15196,Kenny Stills,WR,9.4,140.42,-4.372131148
16887,Mike Davis,RB,9.3,139.8,-5.5975
19330,Nick Mullens,QB,17.4,139.48,-4.712
10974,Rob Gronkowski,TE,10.6,138.2,-1.457142857
18882,Cooper Kupp,WR,17.3,138.1,3.527868852
18928,Curtis Samuel,WR,10.6,137.8,-3.172131148
15239,Vance McDonald,TE,9.1,137,-2.957142857
19800,Courtland Sutton,WR,8.5,136.3,-5.272131148
15071,Latavius Murray,RB,8.4,134.9,-6.4975
16232,Donte Moncrief,WR,8.4,134.8,-5.372131148
16141,Willie Snead IV,WR,8.4,134.4,-5.372131148
11488,Jimmy Graham,TE,8.4,133.6,-3.657142857
19917,Antonio Callaway,WR,8.3,133.3,-5.472131148
9331,Michael Crabtree,WR,8.3,132.7,-5.472131148
16838,Duke Johnson,RB,8.2,132,-6.6975
19763,Josh Rosen,QB,9.4,131.92,-12.712
11932,LeSean McCoy,RB,9.3,130.2,-5.5975
14385,Doug Martin,RB,8.1,128.9,-6.7975
9906,Danny Amendola,WR,8.5,127.42,-5.272131148
18912,Evan Engram,TE,11.5,126.3,-0.557142857
19815,Christian Kirk,WR,10.3,123.5,-3.472131148
19864,Anthony Miller,WR,8.2,123.22,-5.572131148
16802,Devin Funchess,WR,8.8,122.9,-4.972131148
16003,Sammy Watkins,WR,12.1,121.1,-1.672131148
15100,Jordan Reed,TE,9.3,120.8,-2.757142857
18901,O.J. Howard,TE,12,120.5,-0.057142857
18803,Leonard Fournette,RB,15,120.4,0.1025
18089,Rashard Higgins,WR,9.2,119.2,-4.572131148
13870,Marvin Jones Jr.,WR,13.2,118.8,-0.572131148
18070,Wendell Smallwood,RB,7.4,118.4,-7.4975
18361,Chester Rogers,WR,7.3,117.1,-6.472131148
19976,Marquez Valdes-Scantling,WR,7.3,117,-6.472131148
15126,Theo Riddick,RB,8.3,116.5,-6.5975
17916,William Fuller V,WR,16.5,115.3,2.727868852
19318,Kendrick Bourne,WR,7.2,114.7,-6.572131148
18995,Jamaal Williams,RB,7.2,114.4,-7.6975
19947,Chris Herndon,TE,8.1,113.2,-3.957142857
18088,Alex Collins,RB,11.2,111.6,-3.6975
17939,Josh Doctson,WR,7.3,109.2,-6.472131148
20250,Robert Foster,WR,8.3,108.1,-5.472131148
19803,Mark Andrews,TE,6.7,107.2,-5.357142857
16326,Seth Roberts,WR,7.1,106.9,-6.672131148
19897,Tre'Quan Smith,WR,7.1,106.7,-6.672131148
19854,Dante Pettis,WR,8.9,106.5,-4.872131148
14828,Chris Hogan,WR,6.6,106.2,-7.172131148
5820,Frank Gore,RB,7.5,105.6,-7.3975
16917,C.J. Uzomah,TE,6.6,104.9,-5.457142857
19120,David Moore,WR,6.5,104,-7.272131148
16031,Damien Williams,RB,7.3,102.6,-7.5975
19823,Royce Freeman,RB,7.3,102.3,-7.5975
19017,Josh Reynolds,WR,6.2,100,-7.572131148
16308,Albert Wilson,WR,14.3,99.78,0.527868852
16668,Carlos Hyde,RB,7.1,99.4,-7.7975
20239,Gus Edwards,RB,9,98.8,-5.8975
14465,Jarius Wright,WR,6.2,98.6,-7.572131148
19924,Ito Smith,RB,7,97.7,-7.8975
19867,Michael Gallup,WR,6.1,97.7,-7.672131148
15150,Cordarrelle Patterson,RB,6.5,97.5,-8.3975
16189,Alfred Blue,RB,6.1,97.3,-8.7975
14916,Giovani Bernard,RB,8,95.9,-6.8975
16886,Javorius Allen,RB,6.8,94.6,-8.0975
19514,Keelan Cole,WR,5.9,94.1,-7.872131148
16593,Cameron Brate,TE,5.9,93.9,-6.157142857
16837,Chris Conley,WR,5.8,93.4,-7.972131148
19996,Jaylen Samuels,RB,6.6,92.5,-8.2975
15102,Chris Thompson,RB,9.2,91.6,-5.6975
18971,Taywan Taylor,WR,7,91.6,-6.772131148
14865,Marquise Goodwin,WR,8.2,90.4,-5.572131148
19863,Dallas Goedert,TE,5.6,90.4,-6.457142857
13227,Randall Cobb,WR,10,90.3,-3.772131148
17970,Devontae Booker,RB,5.6,88.8,-9.2975
13723,Nick Foles,QB,17.7,88.72,-4.412
18123,Jeff Driskel,TE,9.8,88.12,-2.257142857
18973,C.J. Beathard,QB,14.7,87.98,-7.412
19109,Elijah McGuire,RB,11,87.9,-3.8975
16063,Quincy Enunwa,WR,8,87.9,-5.772131148
12296,LeGarrette Blount,RB,5.5,87.5,-9.3975
16920,Jesse James,TE,5.5,87.3,-6.557142857
11756,Benjamin Watson,TE,5.4,87,-6.657142857
13299,Jacquizz Rodgers,RB,5.4,87,-9.4975
18935,Gerald Everett,TE,5.4,86.6,-6.657142857
18881,John Ross,WR,6.5,84.9,-7.272131148
20075,Josh Adams,RB,6.4,82.9,-8.4975
16866,Jamison Crowder,WR,9.2,82.8,-4.572131148
12386,Marshawn Lynch,RB,13.7,82,-1.1975
16790,Phillip Dorsett II,WR,5.1,81.9,-8.672131148
19910,Ian Thomas,TE,5.1,81.3,-6.957142857
19548,Corey Clement,RB,7.4,81.1,-7.4975
1658,Greg Olsen,TE,8.9,80.1,-3.157142857
14749,Jermaine Kearse,WR,5.7,80.1,-8.072131148
15261,Spencer Ware,RB,6.1,79,-8.7975
19457,Blake Jarwin,TE,4.9,78.7,-7.157142857
12239,Chris Ivory,RB,6,78,-8.8975
16728,Dontrelle Inman,WR,8.5,76.4,-5.272131148
7884,Antonio Gates,TE,4.8,76.3,-7.257142857
14053,Brock Osweiler,QB,10.9,75.98,-11.212
5084,Vernon Davis,TE,5.4,75.7,-6.657142857
18047,Demarcus Robinson,WR,4.7,74.8,-9.072131148
16411,Ryan Grant,WR,5.3,74.4,-8.472131148
19410,Ricky Seals-Jones,TE,5,74.3,-7.057142857
18058,Tajaé Sharpe,WR,4.6,74.2,-9.172131148
18019,Nick Vannett,TE,4.9,73.9,-7.157142857
15020,CJ Anderson,RB,6.7,73.4,-8.1975
19799,Rashaad Penny,RB,5.2,73.4,-9.6975
16855,Ty Montgomery,WR,5.6,72.3,-8.172131148
18103,Jakeem Grant Sr.,WR,7.2,72.3,-6.572131148
14269,Alfred Morris,RB,6,72.1,-8.8975
17914,Laquon Treadwell,WR,4.7,71.2,-9.072131148
16853,Jeff Heuerman,TE,6.5,71.1,-5.557142857
13171,Aldrick Robinson,WR,5,70.1,-8.772131148
14901,Kyle Juszczyk,FB,4.3,69.4,0
19008,Ryan Switzer,WR,4.3,69.4,-9.472131148
16550,Kelvin Benjamin,WR,4.6,69,-9.172131148
19172,Zach Pascal,WR,4.2,66.8,-9.572131148
19916,DaeSean Hamilton,WR,4.7,66.3,-9.072131148
19937,Keke Coutee,WR,11,65.7,-2.772131148
20020,Jordan Thomas,TE,4.1,65.5,-7.957142857
18032,Tyler Higbee,TE,4.1,65.2,-7.957142857
16775,DeVante Parker,WR,5.8,63.9,-7.972131148
18990,Jonnu Smith,TE,4.9,63.8,-7.157142857
19919,Chase Edmonds,RB,3.9,63.1,-10.9975
18443,Maurice Harris,WR,5.2,62.4,-8.572131148
18269,Geronimo Allison,WR,12.5,62.3,-1.272131148
16787,Breshad Perriman O,WR,6.2,62.2,-7.572131148
19979,Jordan Wilkins,RB,3.9,62.1,-10.9975
15974,Jordan Matthews,TE,4.4,62,-7.657142857
16273,Kapri Bibbs,RB,5.2,61.8,-9.6975
16253,Allen Hurns,WR,3.8,61.5,-9.972131148
15602,Jack Doyle,TE,10.2,61.5,-1.857142857
12800,Bilal Powell,RB,8.8,61.3,-6.0975
19207,Tim Patrick,WR,3.8,61.2,-9.972131148
20064,Justin Jackson,RB,6.8,61.1,-8.0975
6198,Darren Sproles,RB,10.2,61,-4.6975
15509,Jaron Brown,WR,4,60.6,-9.772131148
14445,Rhett Ellison,TE,4.3,60.2,-7.757142857
16664,Bruce Ellington,WR,8.5,59.6,-5.272131148
16694,Paul Richardson,WR,8.4,59.1,-5.372131148
6767,Pierre Garcon,WR,7.3,58.6,-6.472131148
17969,Kenneth Dixon,RB,9.7,58.4,-5.1975
19415,Jason Croom,TE,3.9,57.9,-8.157142857
17023,Zach Zenner,RB,7.1,57.1,-7.7975
17005,Geoff Swaim,TE,6.2,56.2,-5.857142857
19064,Trent Taylor,WR,4,55.5,-9.772131148
17415,Matt LaCosse,TE,3.7,55,-8.357142857
14985,Ryan Griffin,TE,3.9,54.5,-8.157142857
20398,Equanimeous St. Brown,WR,4.5,54.3,-9.272131148
6489,Josh Johnson,QB,13.4,53.6,-8.712
12109,Ted Ginn Jr.,WR,10.7,53.5,-3.072131148
19043,Isaiah McKenzie,WR,6.7,53.5,-7.072131148
15378,Levine Toilolo,TE,3.3,53.3,-8.757142857
13693,Terrelle Pryor,WR,6.6,53.1,-7.172131148
16041,Jimmy Garoppolo,QB,17,51.02,-5.112
14917,Rex Burkhead,RB,6.3,50.7,-8.5975
12830,Torrey Smith,WR,4.5,50,-9.272131148
16456,TJ Jones,WR,3.3,50,-10.47213115
20040,Trenton Cannon IR,RB,3,48.7,-11.8975
19296,Anthony Firkser,TE,4.8,47.5,-7.257142857
16146,Martavis Bryant,WR,5.9,46.9,-7.872131148
15305,Demetrius Harris,TE,3.1,46.4,-8.957142857
20360,Jeff Wilson Jr.,RB,7.7,46.4,-7.1975
18030,Chris Moore,WR,2.9,46.3,-10.87213115
13016,Virgil Green,TE,2.9,46,-9.157142857
20081,Trent Sherfield,WR,3.5,46,-10.27213115
20071,Keith Kirkwood,WR,5.7,45.9,-8.072131148
18996,Wayne Gallman,RB,3,45.5,-11.8975
16933,James O'Shaughnessy,TE,3.2,45.4,-8.857142857
12153,Ed Dickson,TE,4.5,45.2,-7.557142857
16909,Jay Ajayi,RB,11.1,44.4,-3.7975
16931,Nick Boyle,TE,2.8,44.3,-9.257142857
19865,James Washington,WR,3.1,43.7,-10.67213115
17966,Cody Kessler,QB,8.7,43.66,-13.412
13370,Luke Stocker,TE,2.7,43.5,-9.357142857
12831,Tyrod Taylor,QB,10.9,43.42,-11.212
17218,DeAndre Carter,WR,3.1,43.3,-10.67213115
14783,James Develin,FB,2.7,42.9,0
