ID,AGE,ADP
16847,30,1.3
14967,29,2.3
11056,33,3.7
13291,32,5.7
17923,26,6.2
16389,29,6.4
16524,29,7
11932,33,7.8
16597,28,7.9
12845,33,10
16776,28,10.1
4556,36,11.4
17960,28,13.3
16909,28,13.8
13124,33,15.2
18067,27,16.8
16568,28,17.1
10974,32,18.1
18944,26,18.7
16771,27,19.4
11270,33,20.5
16765,27,21.3
13460,33,22.4
18877,25,22.9
2593,38,23.4
15076,29,25.8
18803,27,27
18872,26,27.5
14005,32,28.8
4314,44,29.6
16127,29,29.8
13693,32,30.2
14986,29,31.7
16855,29,32.6
11197,34,34.5
13791,30,35.2
16668,31,35.2
12386,35,36.4
16550,30,38.6
15048,32,38.9
14187,31,39.1
16146,30,40.9
7242,43,41.7
18858,25,42.5
9331,34,43.7
16470,29,44.9
18082,27,45.5
11611,33,47.8
5571,38,48.4
12800,33,48.6
14385,33,49
15020,30,51.4
1658,36,51.5
16775,29,51.9
16815,28,53
15100,31,54.1
16906,28,54.8
732,36,56.4
16263,28,57
13337,32,57.6
11488,35,57.6
16866,28,61.2
12317,36,61.7
16020,29,64
14536,33,64.3
11667,37,65.2
14872,31,65.3
6767,35,66.4
18451,29,67
4807,36,69.9
16003,28,70
14918,31,70.4
14856,31,72.8
16834,28,73.2
11063,34,73.9
16311,30,74.2
8066,34,75.3
14828,34,76.5
16763,28,76.8
17959,28,77.9
7175,37,79.9
16762,28,82.4
15126,30,83
17972,27,83.4
8914,33,83.4
13275,32,83.6
16141,29,83.8
5820,38,86.1
14252,33,86.3
16142,30,86.8
1181,35,87.6
11182,34,88.7
13320,32,89.9
3943,35,90.4
12296,35,91.9
13227,31,92.2
16838,28,94.2
17048,29,95
17050,28,95.7
13299,31,95.9
17938,27,96.4
15534,31,98.6
14008,32,100.3
3807,39,101
5451,34,101.4
16056,29,102.7
49,,105.5
16232,28,105.7
17975,27,106.1
13870,31,106.3
15138,31,106.6
16640,31,108.6
8244,40,108.7
90,,110.3
18879,27,110.9
18055,28,112.8
14917,31,113.4
18995,26,114.3
13788,32,116
6198,38,116.3
9038,33,116.5
12109,36,116.9
15974,29,117.5
13,,119.4
18882,28,121.3
18926,26,122
7969,35,123.3
55,,123.9
16451,28,124
8529,35,125.9
12841,34,126.5
18993,26,126.8
16768,28,127
21,,128
17965,27,129.4
9906,36,132.2
17920,29,132.3
2699,36,132.6
15602,31,132.6
16112,29,134.5
1,,135.3
8532,33,136.2
14141,32,136.2
4932,41,137.1
67,,138.1
75,,138.5
18878,26,140
18998,25,141.3
2428,42,142.3
84,,143
18187,28,143.4
14688,32,145
18070,28,146.1
17963,27,146.6
95,,148
13957,32,148.4
52,,149
2982,37,149.7
19119,27,149.7
722,39,150.5
28,,150.8
16129,30,151.4
18977,28,151.6
32,,152
17961,28,152.3
13997,33,152.3
18901,27,152.7
37,,153
83,,154
15071,32,154.4
12,,155
18061,28,155.2
3388,46,155.7
8972,38,155.9
12708,31,155.9
97,,156
12830,32,156
16830,29,156.1
18073,27,156.1
14749,31,157
18957,25,157
15196,29,158
7,,158
64,,159
14916,30,159.6
69,,160
16307,30,160.7
18478,27,161
34,,161
16258,30,161
5,,161.5
26,,161.6
93,,162
12831,32,162.4
1694,37,162.6
13878,32,162.9
16787,28,163
11,,163
48,,164
36,,164.9
82,,165
14,,166
16253,30,167
8,,167
16802,27,168
38,,168
13109,33,168.2
2,,168.2
3258,49,168.5
14865,31,169
15102,31,170
3253,43,172.7
15088,32,173
16837,29,175
17939,29,176
14871,29,178
12780,32,179
16919,29,180
11463,35,181
16694,29,182
15215,31,183
16609,31,184
16326,30,187
17986,27,188
18881,26,190
18928,25,191
16781,28,194
17914,26,196
17480,29,197
16308,29,199
14973,30,202
18690,28,209
13887,32,211
14533,32,212
17290,28,213
17964,29,215
17916,27,219
18965,28,220
16797,28,221
12794,33,225
16567,29,226
15509,32,227
611,37,229
18880,25,231
11527,34,233
13264,33,234
18157,29,235
6739,37,236
16831,29,237
17970,29,239
19003,26,241
13856,32,242
16510,29,243
17079,29,244
16345,30,245
14901,30,246
18914,27,247
19319,26,248
17009,30,249
17922,27,250
18269,28,251
12722,32,252
18868,26,253
18992,28,254
16031,29,255
18361,28,256
18971,26,257
15066,31,258
17023,30,259
16245,29,260
18983,26,261
18883,25,262
18036,27,263
16276,30,264
13171,33,265
19021,27,266
15150,30,267
8358,36,268
15010,30,269
16868,30,270
14478,32,271
14269,33,272
16728,32,274
14850,31,275
18003,27,276
19064,27,277
16008,29,278
16456,29,279
16886,30,281
19024,27,282
19109,27,283
4738,36,284
5282,42,285
17153,29,286
15201,32,287
16966,29,288
18974,27,289
18857,26,290
12239,33,291
18285,28,293
